,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel
4283,Aphrodia Island,Ralts,280,24,28,Dawn Stone,,Rare,Land,sprites/ralts.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4284,Aphrodia Island,Bonsly,438,24,28,,,Rare,Land,sprites/bonsly.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4285,Aphrodia Island,Budew,406,24,28,Poison Barb,,Uncommon,Land,sprites/budew.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4286,Aphrodia Island,Caterpie,10,24,28,Pomeg Berry,,Common,Land,sprites/caterpie.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4287,Aphrodia Island,Combee,415,24,28,Honey,,Uncommon,Land,sprites/combee.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4288,Aphrodia Island,Dedenne,702,24,28,,,Rare,Land,sprites/dedenne.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4289,Aphrodia Island,Spearow,21,24,28,Hondew Berry,,Common,Land,sprites/spearow.png,M/D/Ni,24-28,Aphrodia Island,Aphrodia Island,Kanto,24,True,9,False,
4290,Mt. Pyre 1F,Rattata,19,24,29,,,Common,Land,sprites/rattata.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4291,Mt. Pyre 1F,Shuppet,353,24,29,,,Uncommon,Land,sprites/shuppet.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4292,Mt. Pyre 1F,Duskull,355,24,29,,,Uncommon,Land,sprites/duskull.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4293,Mt. Pyre 1F,Patrat,504,24,29,,,Common,Land,sprites/patrat.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4294,Mt. Pyre 2F,Rattata,19,24,29,,,Common,Land,sprites/rattata.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4295,Mt. Pyre 2F,Shuppet,353,24,29,,,Uncommon,Land,sprites/shuppet.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4296,Mt. Pyre 2F,Duskull,355,24,29,,,Uncommon,Land,sprites/duskull.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4297,Mt. Pyre 2F,Patrat,504,24,29,,,Common,Land,sprites/patrat.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4298,Mt. Pyre 4F,Rattata,19,24,29,,,Common,Land,sprites/rattata.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4299,Mt. Pyre 4F,Shuppet,353,24,29,,,Uncommon,Land,sprites/shuppet.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4300,Mt. Pyre 4F,Duskull,355,24,29,,,Uncommon,Land,sprites/duskull.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4301,Mt. Pyre 4F,Patrat,504,24,29,,,Common,Land,sprites/patrat.png,M/D/Ni,24-29,Mt. Pyre,,,24,True,4,False,
4302,Mt. Summer 1F,Rattata,19,26,30,Rattata Hair,,Common,Land,sprites/rattata.png,M/D/Ni,26-30,Mt. Summer,,,36,False,3,False,
4303,Mt. Summer 1F,Slugma,218,36,40,,,Common,Land,sprites/slugma.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4304,Mt. Summer 1F,Numel,322,26,30,Rawst Berry,,Uncommon,Land,sprites/numel.png,M/D/Ni,26-30,Mt. Summer,,,36,False,3,False,
4305,Mt. Summer 1F,Pansear,513,36,40,Passho Berry,,Uncommon,Land,sprites/pansear.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4306,Mt. Summer 1F,Whismur,293,36,40,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4307,Mt. Summer 1F,Tepig,498,10,15,,,Rare,Land,sprites/tepig.png,M/D/Ni,10-15,Mt. Summer,,,36,False,3,False,
4308,Mt. Summer 1F,Magcargo,219,36,40,Rawst Berry,,Common,Land,sprites/magcargo.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4309,Mt. Summer 1F,Flareon,136,36,40,Fire Stone,,Rare,Land,sprites/flareon.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4310,Mt. Summer 1F 2,Rattata,19,26,30,Rattata Hair,,Common,Land,sprites/rattata.png,M/D/Ni,26-30,Mt. Summer,,,36,False,3,False,
4311,Mt. Summer 1F 2,Slugma,218,36,40,,,Common,Land,sprites/slugma.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4312,Mt. Summer 1F 2,Numel,322,26,30,Rawst Berry,,Uncommon,Land,sprites/numel.png,M/D/Ni,26-30,Mt. Summer,,,36,False,3,False,
4313,Mt. Summer 1F 2,Pansear,513,36,40,Passho Berry,,Uncommon,Land,sprites/pansear.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4314,Mt. Summer 1F 2,Whismur,293,36,40,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4315,Mt. Summer 1F 2,Tepig,498,10,15,,,Rare,Land,sprites/tepig.png,M/D/Ni,10-15,Mt. Summer,,,36,False,3,False,
4316,Mt. Summer 1F 2,Magcargo,219,36,40,Rawst Berry,,Common,Land,sprites/magcargo.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4317,Mt. Summer 1F 2,Flareon,136,36,40,Fire Stone,,Rare,Land,sprites/flareon.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4318,Mt. Summer 2F,Rattata,19,26,30,Rattata Hair,,Common,Land,sprites/rattata.png,M/D/Ni,26-30,Mt. Summer,,,36,False,4,False,
4319,Mt. Summer 2F,Aron,304,22,26,Hard Stone,,Rare,Land,sprites/aron.png,D,22-26,Mt. Summer,,,36,False,4,False,
4320,Mt. Summer 2F,Darumaka,554,22,26,Rawst Berry,,Rare,Land,sprites/darumaka.png,M/D/Ni,22-26,Mt. Summer,,,36,False,4,False,
4321,Mt. Summer 2F,Slugma,218,36,40,,,Common,Land,sprites/slugma.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4322,Mt. Summer 2F,Numel,322,26,30,Rawst Berry,,Uncommon,Land,sprites/numel.png,M/D/Ni,26-30,Mt. Summer,,,36,False,4,False,
4323,Mt. Summer 2F,Whismur,293,36,40,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4324,Mt. Summer 2F,Spoink,325,36,40,Tanga Berry,,Uncommon,Land,sprites/spoink.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4325,Mt. Summer 2F,Magcargo,219,36,40,Rawst Berry,,Common,Land,sprites/magcargo.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4326,Mt. Summer 2F,Heatmor,631,36,40,,,Rare,Land,sprites/heatmor.png,M/Ni,36-40,Mt. Summer,,,36,True,5,False,
4327,Mt. Summer 2F 2,Rattata,19,26,30,Rattata Hair,,Common,Land,sprites/rattata.png,M/D/Ni,26-30,Mt. Summer,,,36,False,4,False,
4328,Mt. Summer 2F 2,Aron,304,22,26,Hard Stone,,Rare,Land,sprites/aron.png,D,22-26,Mt. Summer,,,36,False,4,False,
4329,Mt. Summer 2F 2,Darumaka,554,22,26,Rawst Berry,,Rare,Land,sprites/darumaka.png,M/D/Ni,22-26,Mt. Summer,,,36,False,4,False,
4330,Mt. Summer 2F 2,Slugma,218,36,40,,,Common,Land,sprites/slugma.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4331,Mt. Summer 2F 2,Numel,322,26,30,Rawst Berry,,Uncommon,Land,sprites/numel.png,M/D/Ni,26-30,Mt. Summer,,,36,False,4,False,
4332,Mt. Summer 2F 2,Whismur,293,36,40,Chesto Berry,,Common,Land,sprites/whismur.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4333,Mt. Summer 2F 2,Spoink,325,36,40,Tanga Berry,,Uncommon,Land,sprites/spoink.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4334,Mt. Summer 2F 2,Magcargo,219,36,40,Rawst Berry,,Common,Land,sprites/magcargo.png,M/D/Ni,36-40,Mt. Summer,,,36,True,5,False,
4335,Mt. Summer 2F 2,Heatmor,631,36,40,,,Rare,Land,sprites/heatmor.png,M/Ni,36-40,Mt. Summer,,,36,True,5,False,
4336,Amity Square,Beedrill,15,17,20,,,Uncommon,Land,sprites/beedrill.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4337,Amity Square,Bidoof,399,17,20,,,Common,Land,sprites/bidoof.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4338,Amity Square,Buneary,427,21,24,,,Uncommon,Land,sprites/buneary.png,M/D/Ni,21-24,Amity Square,Amity Square,Sinnoh,21,True,2,True,21-24
4339,Amity Square,Drifloon,425,17,20,,,Rare,Land,sprites/drifloon.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4340,Amity Square,Jigglypuff,39,17,20,,,Common,Land,sprites/jigglypuff.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4341,Amity Square,Kricketune,402,17,20,,,Uncommon,Land,sprites/kricketune.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4342,Amity Square,Pachirisu,417,17,20,,,Rare,Land,sprites/pachirisu.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4343,Amity Square,Shroomish,285,21,24,,,Rare,Land,sprites/shroomish.png,M/D/Ni,21-24,Amity Square,Amity Square,Sinnoh,21,True,2,True,21-24
4344,Amity Square,Skitty,300,17,20,,,Uncommon,Land,sprites/skitty.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4345,Amity Square,Staravia,397,17,20,,,Uncommon,Land,sprites/staravia.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4346,Amity Square,Starly,396,17,20,,,Common,Land,sprites/starly.png,M/D/Ni,17-20,Amity Square,Amity Square,Sinnoh,21,False,9,False,
4347,Diamond Empire Entry,Bidoof,399,22,28,,,Common,Land,sprites/bidoof.png,M/D/Ni,22-28,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4348,Diamond Empire Entry,Staravia,397,22,31,,,Common,Land,sprites/staravia.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4349,Diamond Empire Entry,Bellsprout,69,22,31,,,Common,Land,sprites/bellsprout.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4350,Diamond Empire Entry,Buizel,418,22,31,,,Uncommon,Land,sprites/buizel.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4351,Diamond Empire Entry,Marill,183,22,31,,,Uncommon,Land,sprites/marill.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4352,Diamond Empire Entry,Graveler,75,22,23,,,Common,Land,sprites/graveler.png,M/D/Ni,22-23,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4353,Diamond Empire Entry,Roggenrola,524,22,31,,Required,Rare,Land,sprites/roggenrola.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4354,Diamond Empire Entry,Rufflet,627,22,31,,,Rare,Land,sprites/rufflet.png,M/D/Ni,22-31,Diamond Empire Entry,Diamond Empire Entry,,22,True,8,False,
4355,Fuego Ironworks,Bidoof,399,20,32,,,Common,Land,sprites/bidoof.png,M/D/Ni,20-32,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,False,1,False,
4356,Fuego Ironworks,Pachirisu,417,28,31,,,Rare,Land,sprites/pachirisu.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4357,Fuego Ironworks,Wingull,278,28,31,,,Common,Land,sprites/wingull.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4358,Fuego Ironworks,Magnemite,81,28,31,,,Common,Land,sprites/magnemite.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4359,Fuego Ironworks,Magmar,126,28,31,,,Rare,Land,sprites/magmar.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4360,Fuego Ironworks,Hoppip,187,28,31,,,Common,Land,sprites/hoppip.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4361,Fuego Ironworks,Luxio,404,28,31,,,Rare,Land,sprites/luxio.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4362,Fuego Ironworks,Shinx,403,28,31,,,Rare,Land,sprites/shinx.png,M/D/Ni,28-31,Fuego Ironworks,Fuego Ironworks,Sinnoh,28,True,7,False,
4363,Route 201,Bidoof,399,2,4,,,Common,Land,sprites/bidoof.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4364,Route 201,Starly,396,2,4,,,Common,Land,sprites/starly.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4365,Route 201,Spritzee,682,2,4,,Required,Rare,Land,sprites/spritzee.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4366,Route 201,Swirlix,684,5,7,,,Rare,Land,sprites/swirlix.png,M/D/Ni,5-7,Route 201,Route 201,Sinnoh,5,True,1,True,5-7
4367,Route 201,Kricketot,401,2,4,,,Uncommon,Land,sprites/kricketot.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4368,Route 201,Nidoran M,32,2,4,,,Common,Land,sprites/nidoran-m.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4369,Route 201,Nidoran F,29,2,4,,,Common,Land,sprites/nidoran-f.png,M/D/Ni,2-4,Route 201,Route 201,Sinnoh,5,False,6,False,
4370,Route 212 South,Bidoof,399,24,28,,,Common,Land,sprites/bidoof.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4371,Route 212 South,Kricketune,402,24,28,,,Uncommon,Land,sprites/kricketune.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4372,Route 212 South,Starly,396,24,28,Yache Berry,,Common,Land,sprites/starly.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4373,Route 212 South,Buizel,418,24,28,Wacan Berry,,Uncommon,Land,sprites/buizel.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4374,Route 212 South,Shellos,422,24,28,Rowap Berry,,Rare,Land,sprites/shellos.png,D,24-28,Route 212,,,24,True,8,False,
4375,Route 212 South,Roselia,315,24,28,Poison Barb,,Uncommon,Land,sprites/roselia.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4376,Route 212 South,Bibarel,400,24,28,,,Common,Land,sprites/bibarel.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4377,Route 212 South,Croagunk,453,24,28,Black Sludge,,Rare,Land,sprites/croagunk.png,M/D/Ni,24-28,Route 212,,,24,True,8,False,
4378,Sinnoh Safari Area Zone 5,Bidoof,399,24,28,,,Common,Land,sprites/bidoof.png,M/D,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4379,Sinnoh Safari Area Zone 5,Bonsly,438,24,28,,,Rare,Land,sprites/bonsly.png,D,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4380,Sinnoh Safari Area Zone 5,Budew,406,24,28,Poison Barb,,Uncommon,Land,sprites/budew.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4381,Sinnoh Safari Area Zone 5,Stunky,434,24,28,Smoke Ball,,Uncommon,Land,sprites/stunky.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4382,Sinnoh Safari Area Zone 5,Quagsire,195,24,28,,,Common,Land,sprites/quagsire.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4383,Sinnoh Safari Area Zone 5,Poliwag,60,24,28,,,Common,Land,sprites/poliwag.png,Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4384,Sinnoh Safari Area Zone 5,Spoink,325,24,28,Tanga Berry,,Uncommon,Land,sprites/spoink.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4385,Sinnoh Safari Area Zone 5,Bibarel,400,24,28,,,Common,Land,sprites/bibarel.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4386,Sinnoh Safari Area Zone 5,Chimchar,390,24,28,,,Rare,Land,sprites/chimchar.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,
4387,Sinnoh Safari Area Zone 5,Venipede,543,29,33,Poison Barb,Required,Rare,Land,sprites/venipede.png,M/Ni,29-33,Sinnoh Safari Area Zone,,,29,True,1,True,29-33
4388,Route 205,Bidoof,399,11,14,,,Common,Surf/Fish,sprites/bidoof.png,M/D/Ni,11-14,Route 205,Route 205,Sinnoh,14,False,4,False,
4389,Route 205,Psyduck,54,11,14,,,Common,Surf/Fish,sprites/psyduck.png,M/D/Ni,11-14,Route 205,Route 205,Sinnoh,14,False,4,False,
4390,Route 205,Buizel,418,11,14,,,Uncommon,Surf/Fish,sprites/buizel.png,M/D/Ni,11-14,Route 205,Route 205,Sinnoh,14,False,4,False,
4391,Route 205,Golduck,55,14,17,,,Common,Surf/Fish,sprites/golduck.png,M/D/Ni,14-17,Route 205,Route 205,Sinnoh,14,True,1,False,
4392,Route 205,Magikarp,129,11,14,,,Common,Surf/Fish,sprites/magikarp.png,M/D/Ni,11-14,Route 205,Route 205,Sinnoh,14,False,4,False,
4393,North Pole Harbour,Buneary,427,18,22,Chople Berry,,Uncommon,Land,sprites/buneary.png,M/D/Ni,18-22,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4394,North Pole Harbour,Growlithe,58,18,22,Rawst Berry,,Common,Land,sprites/growlithe.png,M/D/Ni,18-22,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4395,North Pole Harbour,Hoothoot,163,18,24,Chesto Berry,,Common,Land,sprites/hoothoot.png,M/D/Ni,18-24,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4396,North Pole Harbour,Abra,63,18,24,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,18-24,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4397,North Pole Harbour,Marill,183,25,31,,,Uncommon,Land,sprites/marill.png,M/D/Ni,25-31,North Pole Harbour,North Pole Harbour,,25,True,2,True,25-31
4398,North Pole Harbour,Delibird,225,25,31,,,Common,Land,sprites/delibird.png,M/D/Ni,25-31,North Pole Harbour,North Pole Harbour,,25,True,2,True,25-31
4399,North Pole Harbour,Swablu,333,15,20,,,Rare,Land,sprites/swablu.png,M/D/Ni,15-20,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4400,North Pole Harbour,Vanillite,582,15,20,Never-Melt Ice,,Rare,Land,sprites/vanillite.png,M/D/Ni,15-20,North Pole Harbour,North Pole Harbour,,25,False,6,False,
4401,Unison Mountain Summit,Buneary,427,43,47,Chople Berry,,Uncommon,Land,sprites/buneary.png,M/D/Ni,43-47,Unison Mountain Summit,Unison Mountain Summit,,43,True,1,True,43-47
4402,Unison Mountain Summit,Chingling,433,38,42,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,38-42,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4403,Unison Mountain Summit,Bronzor,436,38,42,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,38-42,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4404,Unison Mountain Summit,Swinub,220,23,27,Aspear Berry,,Common,Land,sprites/swinub.png,M/D/Ni,23-27,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4405,Unison Mountain Summit,Absol,359,38,42,,,Rare,Land,sprites/absol.png,M/D/Ni,38-42,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4406,Unison Mountain Summit,Chimecho,358,37,41,Colbur Berry,,Uncommon,Land,sprites/chimecho.png,M/D/Ni,37-41,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4407,Unison Mountain Summit,Jangmo-o,782,38,42,,,Rare,Land,sprites/jangmo-o.png,M/D/Ni,38-42,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4408,Unison Mountain Summit,Bronzong,437,38,42,Metal Coat,,Common,Land,sprites/bronzong.png,M/D/Ni,38-42,Unison Mountain Summit,Unison Mountain Summit,,43,False,7,False,
4409,Pal Park,Drifloon,425,20,25,Air Balloon,,Rare,Land,sprites/drifloon.png,Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4410,Pal Park,Skitty,300,20,25,,,Uncommon,Land,sprites/skitty.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4411,Pal Park,Starly,396,20,25,,,Common,Land,sprites/starly.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4412,Pal Park,Cubone,104,20,25,,,Uncommon,Land,sprites/cubone.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4413,Pal Park,Riolu,447,20,25,,,Rare,Land,sprites/riolu.png,M,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4414,Pal Park,Slakoth,287,20,21,,,Uncommon,Land,sprites/slakoth.png,M/D/Ni,20-21,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4415,Pal Park,Cherubi,420,20,25,,,Common,Land,sprites/cherubi.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,
4416,Pal Park,Croagunk,453,26,33,,Required,Rare,Land,sprites/croagunk.png,M/D/Ni,26-33,Pal Park,Pal Park,Sinnoh,26,True,1,True,26-33
4417,Breezy Garden,Jigglypuff,39,21,25,,,Common,Land,sprites/jigglypuff.png,M/D/Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4418,Breezy Garden,Clefairy,35,21,25,,,Common,Land,sprites/clefairy.png,M/D/Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4419,Breezy Garden,Snubbull,209,21,25,,,Common,Land,sprites/snubbull.png,M/D/Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4420,Breezy Garden,Azurill,298,21,25,,,Rare,Land,sprites/azurill.png,M/D/Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4421,Breezy Garden,Carbink,703,21,25,Light Clay,,Rare,Land,sprites/carbink.png,M,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4422,Breezy Garden,Marill,183,21,25,,,Uncommon,Land,sprites/marill.png,M/D/Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4423,Breezy Garden,Spritzee,682,21,25,,,Rare,Land,sprites/spritzee.png,D,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4424,Breezy Garden,Swirlix,684,21,25,,,Rare,Land,sprites/swirlix.png,Ni,21-25,Breezy Garden,Breezy Garden,,21,True,8,False,
4425,Moon,Jigglypuff,39,25,30,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4426,Moon,Clefairy,35,25,30,Moon Stone,,Common,Land,sprites/clefairy.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4427,Moon,Gible,443,31,36,Haban Berry,,Rare,Land,sprites/gible.png,M/D/Ni,31-36,Moon,Moon,Hoenn,31,True,1,True,31-36
4428,Moon,Clefable,36,25,30,Moon Stone,,Uncommon,Land,sprites/clefable.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4429,Moon,Solrock,338,25,30,Sun Stone,,Uncommon,Land,sprites/solrock.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4430,Moon,Lunatone,337,25,30,Moon Stone,,Uncommon,Land,sprites/lunatone.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4431,Moon,Xatu,178,25,30,,,Common,Land,sprites/xatu.png,M/D/Ni,25-30,Moon,Moon,Hoenn,31,False,6,False,
4432,Nap Shore,Jigglypuff,39,42,44,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D,42-44,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4433,Nap Shore,Skitty,300,39,39,Chilan Berry,,Uncommon,Land,sprites/skitty.png,M/D/Ni,39-39,Nap Shore,Nap Shore,Hoenn,42,False,2,False,
4434,Nap Shore,Clefairy,35,42,45,Moon Stone,,Common,Land,sprites/clefairy.png,M/D,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4435,Nap Shore,Drowzee,96,42,45,,,Common,Land,sprites/drowzee.png,Ni,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4436,Nap Shore,Meowth,52,42,45,Quick Claw,,Common,Land,sprites/meowth.png,Ni,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4437,Nap Shore,Wingull,278,42,45,,,Common,Land,sprites/wingull.png,M/D,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4438,Nap Shore,Chatot,441,42,45,,,Rare,Land,sprites/chatot.png,M/D/Ni,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4439,Nap Shore,Persian,53,42,45,Quick Claw,,Common,Land,sprites/persian.png,Ni,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4440,Nap Shore,Swablu,333,41,41,,,Rare,Land,sprites/swablu.png,M/D/Ni,41-41,Nap Shore,Nap Shore,Hoenn,42,False,2,False,
4441,Nap Shore,Clamperl,366,42,45,Pearl,,Uncommon,Land,sprites/clamperl.png,M/D/Ni,42-45,Nap Shore,Nap Shore,Hoenn,42,True,8,False,
4442,Sinnoh Safari Area Zone 2,Kricketune,402,24,28,,,Uncommon,Land,sprites/kricketune.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,
4443,Sinnoh Safari Area Zone 2,Weepinbell,70,24,28,,,Common,Land,sprites/weepinbell.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,
4444,Sinnoh Safari Area Zone 2,Burmy,412,24,28,,,Uncommon,Land,sprites/burmy.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,
4445,Sinnoh Safari Area Zone 2,Wooper,194,24,28,,,Common,Land,sprites/wooper.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,
4446,Sinnoh Safari Area Zone 2,Hippopotas,449,14,18,Smooth Rock,,Rare,Land,sprites/hippopotas.png,M/D,14-18,Sinnoh Safari Area Zone,,,29,False,7,False,
4447,Sinnoh Safari Area Zone 2,Tangela,114,24,28,,,Common,Land,sprites/tangela.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,
4448,Sinnoh Safari Area Zone 2,Ferroseed,597,29,33,Jaboca Berry,,Rare,Land,sprites/ferroseed.png,D,29-33,Sinnoh Safari Area Zone,,,29,True,1,True,29-33
