Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Icefall Cave 1F,Magikarp,129,1,1,1,30,34,,0,Common,1,1,Old Rod
Icefall Cave 1F,Seadra,117,1,1,1,30,34,,0,Uncommon,1,0,Good Rod
Icefall Cave 1F,Seel,86,1,1,1,30,34,,0,Common,1,0,Old Rod
Icefall Cave 1F,Shellder,90,1,1,1,30,34,,0,Uncommon,1,1,Super Rod
Icefall Cave Entrance,Dewgong,87,1,1,1,5,20,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Goldeen,118,1,1,1,5,20,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Gyarados,130,1,1,1,15,30,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Magikarp,129,1,1,1,5,20,,0,Common,1,1,Old Rod
Icefall Cave Entrance,Marill,183,1,1,1,5,20,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Poliwag,60,1,1,1,5,20,Kings Rock,0,Common,1,0,Good Rod
Icefall Cave Entrance,Poliwhirl,61,1,1,1,10,25,,0,Uncommon,1,0,Super Rod
Icefall Cave Entrance,Seel,86,1,1,1,5,36,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Slowpoke,79,1,1,1,5,36,,0,Common,1,0,Good Rod
Icefall Cave Entrance,Wooper,194,1,1,1,5,36,,0,Common,1,0,Good Rod
Ilex Forest,Golduck,55,1,1,1,10,14,,0,Common,1,0,Old Rod
Ilex Forest,Magikarp,129,1,1,1,10,14,,0,Common,1,0,Old Rod
Ilex Forest,Poliwag,60,0,0,1,10,14,Kings Rock,0,Common,1,0,Old Rod
Ilex Forest,Psyduck,54,1,1,1,10,14,,0,Common,1,0,Old Rod
Iron Island,Finneon,456,1,1,1,32,36,Rindo Berry,0,Uncommon,1,0,Good Rod
Iron Island,Gyarados,130,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Lumineon,457,1,1,1,32,36,Rindo Berry,0,Uncommon,1,0,Good Rod
Iron Island,Magikarp,129,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Pelipper,279,1,1,1,32,36,,0,Common,1,0,Old Rod
Iron Island,Qwilfish,211,1,1,1,32,36,Poison Barb,0,Uncommon,1,0,Good Rod
Iron Island,Tentacool,72,1,1,1,32,36,Poison Barb,0,Common,1,0,Old Rod
Iron Island,Tentacruel,73,1,1,1,32,36,Poison Barb,0,Common,1,0,Old Rod
Iron Island,Wingull,278,1,1,1,32,36,,0,Common,1,0,Old Rod
Jura Cave,Carvanha,318,1,1,1,20,24,Deep Sea Tooth,1,Uncommon,0,0,
Jura Cave,Feebas,349,1,1,1,25,29,Prism Scale,1,Rare,0,0,
Jura Cave,Goldeen,118,1,1,1,20,24,,1,Common,0,0,
Jura Cave,Horsea,116,1,1,1,20,24,Dragon Scale,1,Common,0,0,
Jura Cave,Magikarp,129,1,1,1,20,24,,1,Common,0,0,
Jura Cave,Seadra,117,1,1,1,20,24,Dragon Scale,1,Common,0,0,
Jura Cave,Tirtouga,564,1,1,1,20,24,Cover Fossil,1,Rare,0,0,
Kalijodo Cave B2F,Barboach,339,1,1,1,34,38,,0,Uncommon,0,0,
Kalijodo Cave B2F,Binacle,688,1,1,1,34,38,Kee Berry,0,Rare,0,0,
Kalijodo Cave B2F,Golduck,55,1,1,1,34,38,,0,Common,0,0,
Kalijodo Cave B2F,Marill,183,1,1,1,34,36,Hard Stone,0,Uncommon,0,0,
Kalijodo Cave B2F,Oshawott,501,1,1,1,34,38,,0,Rare,0,0,
Kalijodo Cave B2F,Psyduck,54,1,1,1,34,38,,0,Common,0,0,
Kalijodo Cave B2F,Spheal,363,1,1,1,34,38,,0,Uncommon,0,0,
Kalijodo Cave B2F,Tirtouga,564,1,1,1,34,38,Cover Fossil,0,Rare,0,0,
Kalijodo Lake,Binacle,688,1,1,1,36,40,Kee Berry,1,Rare,0,0,
Kalijodo Lake,Corsola,222,1,1,1,36,40,Hard Stone,0,Uncommon,0,0,
Kalijodo Lake,Froakie,656,1,1,1,36,40,,0,Rare,0,0,
Kalijodo Lake,Horsea,116,1,1,1,36,40,Dragon Scale,0,Common,0,0,
Kalijodo Lake,Masquerain,284,1,1,1,36,40,SilverPowder,0,Common,0,0,
Kalijodo Lake,Panpour,515,1,1,1,36,40,Rindo Berry,0,Uncommon,0,0,
Kalijodo Lake,Remoraid,223,1,1,1,36,40,Starf Berry,0,Uncommon,0,0,
Kalijodo Lake,Shellder,90,1,1,1,36,40,Shell Bell,0,Uncommon,0,0,
Kalijodo Lake,Wingull,278,1,1,1,36,40,,0,Common,0,0,
Kindle Road,Gyarados,130,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Kindle Road,Horsea,116,1,1,1,12,16,Dragon Scale,0,Common,1,1,Good Rod
Kindle Road,Kingler,99,1,1,1,25,29,,0,Common,1,1,Super Rod
Kindle Road,Krabby,98,1,1,1,12,16,,0,Common,1,0,Old Rod
Kindle Road,Magikarp,129,1,1,1,12,16,,0,Common,1,1,Old Rod
Kindle Road,Psyduck,54,1,1,1,25,29,,0,Common,1,0,Good Rod
Kindle Road,Slowpoke,79,1,1,1,23,27,,0,Common,1,0,Good Rod
Kindle Road,Tentacool,72,1,1,1,12,16,,0,Common,0,0,
Kindle Road,Tentacruel,73,1,1,1,30,34,,0,Uncommon,0,0,
Kindle Road,Wailmer,320,1,1,1,30,34,,0,Uncommon,0,0,
Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common,0,0,
Lake Acuity,Magikarp,129,1,1,1,35,41,,0,Common,1,0,Old Rod
Lake Acuity,Poliwhirl,61,1,1,1,35,41,,0,Uncommon,1,0,Super Rod
Lake Acuity,Psyduck,54,1,1,1,35,41,,0,Common,0,0,
Lake Acuity,Wingull,278,1,1,1,35,41,,0,Common,1,0,Old Rod
Lake Cave,Corsola,222,1,1,1,18,22,,0,Uncommon,1,0,Good Rod
Lake Cave,Golbat,42,1,1,1,26,30,,0,Common,0,0,
Lake Cave,Horsea,116,1,1,1,26,30,Dragon Scale,0,Uncommon,1,0,Good Rod
Lake Cave,Marill,183,1,1,1,26,30,,0,Uncommon,1,0,Good Rod
Lake Cave,Oshawott,501,1,1,1,18,22,,0,Rare,0,0,
Lake Cave,Qwilfish,211,1,1,1,18,22,,0,Uncommon,1,1,Super Rod
Lake Cave,Wooper,194,1,1,1,26,30,,0,Common,1,0,Old Rod
Lake Cave,Zubat,41,1,1,1,26,30,,0,Common,0,0,
Lake Of Rage,Magikarp,129,1,1,1,36,40,,0,Common,1,0,Old Rod
Lake Of Rage,Zubat,41,0,0,1,36,40,,0,Common,0,0,
Lake Valor,Goldeen,118,1,1,1,35,39,,0,Common,1,0,Old Rod
Lake Valor,Golduck,55,1,1,1,35,39,,0,Common,0,0,
Lake Valor,Gyarados,130,1,1,1,35,39,,0,Common,1,0,Good Rod
Lake Valor,Magikarp,129,1,1,1,35,39,,0,Common,1,0,Old Rod
Lake Valor,Psyduck,54,1,1,1,35,39,,0,Common,0,0,
Lake Valor,Seaking,119,1,1,1,35,39,,0,Uncommon,1,0,Good Rod
Lake Verity,Goldeen,118,1,1,1,20,30,,0,Common,1,0,Good Rod
Lake Verity,Golduck,55,1,1,1,20,30,,0,Common,1,0,Super Rod
Lake Verity,Gyarados,130,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Lake Verity,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Lake Verity,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Lake Verity,Seaking,119,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Leev Town Entrance,Frillish,592,1,1,1,20,24,,1,Rare,0,0,
Leev Town Entrance,Lotad,270,1,1,1,20,24,Mental Herb,1,Common,0,0,
Leev Town Entrance,Mantyke,458,1,1,1,20,24,,1,Uncommon,0,0,
Leev Town Entrance,Psyduck,54,1,1,1,20,24,,1,Common,0,0,
Leev Town Entrance,Shellos,422,1,1,1,20,24,Rowap Berry,1,Rare,0,0,
Leev Town Entrance,Wingull,278,1,1,1,20,24,,1,Common,0,0,
Lightning Island,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Lightning Island,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Lightning Island,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Lightning Island,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Frozen,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Frozen,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Lightning Island Frozen,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Lightning Island Frozen,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Lightning Island Frozen,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Frozen,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Frozen,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Seaway,Goldeen,118,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Seaway,Horsea,116,1,1,1,15,19,Dragon Scale,0,Uncommon,1,1,Good Rod
Lightning Island Seaway,Magikarp,129,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Seaway,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,1,1,Old Rod
Lightning Island Seaway,Seaking,119,1,1,1,15,19,,0,Uncommon,1,1,Old Rod
Lightning Island Seaway,Tentacool,72,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Seaway,Tentacruel,73,1,1,1,15,19,,0,Common,1,1,Old Rod
Lightning Island Seaway,Wooper,194,1,1,1,15,19,,0,Common,1,1,Old Rod
Lilycove City,Pelipper,279,1,1,1,25,35,,0,Uncommon,0,0,
Lilycove City,Shellder,90,1,1,0,25,35,,0,Uncommon,1,0,Super Rod
Lilycove City,Staryu,120,1,0,1,36,42,,0,Uncommon,1,0,Super Rod
Lilycove City,Tentacool,72,1,1,1,25,35,,0,Common,1,0,Old Rod
Lilycove City,Tentacruel,73,1,1,1,25,35,,0,Common,0,0,
Lilycove City,Wailmer,320,1,1,1,25,35,,0,Uncommon,1,0,Super Rod
Lilycove City,Wingull,278,1,1,1,25,35,,0,Common,0,0,
Lost Cave,Gyarados,130,1,1,1,20,26,,0,Uncommon,1,0,Old Rod
Lost Cave,Magikarp,129,1,1,1,15,21,,0,Common,1,0,Old Rod
Lost Cave,Tentacool,72,1,1,1,15,21,,0,Common,1,0,Old Rod
Lost Cave,Tentacruel,73,1,1,1,15,21,,0,Uncommon,1,0,Good Rod
Love Island,Azurill,298,0,0,1,13,17,,0,Uncommon,0,0,
Love Island,Carvanha,318,0,1,0,18,22,,0,Uncommon,0,0,
Love Island,Chinchou,170,0,0,1,13,17,,0,Common,0,0,
Love Island,Clamperl,366,0,0,1,13,17,,0,Uncommon,0,0,
Love Island,Corsola,222,1,1,0,13,17,,0,Uncommon,0,0,
Love Island,Dratini,147,0,0,1,18,22,,0,Rare,0,0,
Love Island,Finneon,456,1,1,0,13,17,,0,Uncommon,0,0,
Love Island,Lapras,131,1,1,0,13,17,,0,Rare,0,0,
Love Island,Luvdisc,370,1,1,0,13,17,,0,Uncommon,0,0,
Love Island,Mantyke,458,1,1,0,13,17,,0,Uncommon,0,0,
Love Island,Poliwag,60,0,0,1,13,17,,0,Common,0,0,
Love Island,Psyduck,54,1,1,1,13,17,,0,Common,0,0,
Love Island,Seel,86,1,1,0,13,17,,0,Common,0,0,
Love Island,Slowpoke,79,1,1,0,13,17,,0,Common,0,0,
Love Island,Staryu,120,1,0,0,18,22,,0,Uncommon,0,0,
Love Island,Tentacool,72,1,1,0,13,17,,0,Common,0,0,
Medusas Cloud,Barboach,339,1,1,1,30,35,,0,Uncommon,0,0,
Medusas Cloud,Chinchou,170,1,1,1,30,35,Apicot Berry,0,Common,0,0,
Medusas Cloud,Frillish,592,1,1,1,30,35,,0,Rare,0,0,
Medusas Cloud,Goomy,704,1,1,1,30,35,Roseli Berry,0,Rare,0,0,
Medusas Cloud,Illumise,314,1,1,1,30,35,Wiki Berry,0,Uncommon,0,0,
Medusas Cloud,Lotad,270,1,1,1,30,35,Mental Herb,0,Common,0,0,
Medusas Cloud,Slowpoke,79,1,1,1,30,35,Lagging Tail,0,Common,0,0,
Medusas Cloud,Volbeat,313,1,1,1,30,35,Figy Berry,0,Uncommon,0,0,
Memorial Pillar,Hoppip,187,1,1,0,10,14,,0,Common,1,0,Good Rod
Memorial Pillar,Horsea,116,1,1,1,10,14,Dragon Scale,0,Common,1,0,Good Rod
Memorial Pillar,Kingler,99,1,1,1,25,29,,0,Common,1,0,Super Rod
Memorial Pillar,Krabby,98,1,1,1,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Magikarp,129,1,1,1,10,14,,0,Common,1,1,Old Rod
Memorial Pillar,Psyduck,54,1,0,0,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Qwilfish,211,1,0,1,10,14,,0,Uncommon,1,1,Super Rod
Memorial Pillar,Remoraid,223,0,1,0,10,14,,0,Uncommon,1,1,Super Rod
Memorial Pillar,Seadra,117,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Memorial Pillar,Slowpoke,79,1,1,1,25,29,,0,Common,1,0,Good Rod
Memorial Pillar,Tentacool,72,1,1,1,10,14,,0,Common,1,0,Old Rod
Memorial Pillar,Tentacruel,73,1,1,1,31,35,,0,Common,1,0,Super Rod
Meteor Falls 1F 1R,Barboach,339,1,1,1,19,25,,0,Uncommon,1,0,Good Rod
Meteor Falls 1F 1R,Goldeen,118,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Kingler,99,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Krabby,98,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Lunatone,337,0,0,1,19,25,Moon Stone,0,Rare,1,0,Super Rod
Meteor Falls 1F 1R,Magikarp,129,1,1,1,19,25,,0,Common,1,0,Old Rod
Meteor Falls 1F 1R,Solrock,338,1,1,0,19,25,Sun Stone,0,Rare,1,0,Super Rod
Meteor Falls 1F 2R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls 1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls 1F 2R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls 1F 2R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls 1F 2R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Skrelp,690,1,0,1,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls 1F 2R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 1R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls B1F 1R,Goldeen,118,1,1,1,14,20,,0,Common,1,1,Old Rod
Meteor Falls B1F 1R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 1R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 1R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls B1F 1R,Magikarp,129,1,1,1,14,20,,0,Common,1,1,Old Rod
Meteor Falls B1F 1R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls B1F 1R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 1R,Zubat,41,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Barboach,339,1,1,1,14,20,,0,Uncommon,1,0,Super Rod
Meteor Falls B1F 2R,Goldeen,118,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls B1F 2R,Kingler,99,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Krabby,98,1,1,1,14,20,,0,Common,0,0,
Meteor Falls B1F 2R,Lunatone,337,0,0,1,14,20,,0,Rare,0,0,
Meteor Falls B1F 2R,Magikarp,129,1,1,1,14,20,,0,Common,1,0,Old Rod
Meteor Falls B1F 2R,Solrock,338,0,1,0,14,20,,0,Rare,0,0,
Meteor Falls B1F 2R,Whiscash,340,1,1,1,14,20,,0,Rare,1,0,Super Rod
Meteor Falls B1F 2R,Zubat,41,1,1,1,14,20,,0,Common,0,0,
Mossdeep City,Frillish,592,1,1,1,28,36,,0,Rare,0,0,
Mossdeep City,Magikarp,129,1,1,1,28,36,,0,Common,1,1,Old Rod
Mossdeep City,Pelipper,279,1,1,1,28,36,,0,Uncommon,0,0,
Mossdeep City,Sharpedo,319,1,1,1,28,36,,0,Rare,1,0,Super Rod
Mossdeep City,Tentacool,72,1,1,1,28,36,,0,Common,1,0,Old Rod
Mossdeep City,Tentacruel,73,1,1,1,28,36,,0,Common,0,0,
Mossdeep City,Wailmer,320,1,1,1,28,36,,0,Uncommon,1,0,Super Rod
Mountain Area Dungeon,Magikarp,129,1,1,1,9,15,,0,Common,0,0,
Mountain Area Dungeon,Psyduck,54,1,1,1,9,15,,0,Common,0,0,
Mountain Area Dungeon,Seel,86,1,1,1,9,15,,0,Common,0,0,
Mountain Area Dungeon,Spheal,363,1,1,1,9,15,,0,Uncommon,0,0,
Mountain Area Dungeon,Swablu,333,1,1,1,16,22,,0,Rare,0,0,
Mt. Coronet 4F,Barboach,339,1,1,1,15,20,,0,Uncommon,1,1,Good Rod
Mt. Coronet 4F,Dratini,147,1,1,1,25,30,,0,Rare,1,1,Super Rod
Mt. Coronet 4F,Goldeen,118,1,1,1,15,20,,0,Common,1,1,Old Rod
Mt. Coronet 4F,Gyarados,130,1,1,1,15,20,,0,Uncommon,1,1,Old Rod
Mt. Coronet 4F,Magikarp,129,1,1,1,15,20,,0,Common,1,1,Old Rod
Mt. Coronet 4F,Psyduck,54,1,1,1,25,30,,0,Common,0,0,
Mt. Coronet 4F,Whiscash,340,1,1,1,20,25,,0,Rare,1,1,Super Rod
Mt. Coronet 4F,Zubat,41,1,1,1,25,30,,0,Common,0,0,
Mt. Coronet B1F,Barboach,339,1,1,1,15,20,,0,Uncommon,1,0,Good Rod
Mt. Coronet B1F,Binacle,688,1,0,1,10,15,,1,Rare,1,0,Super Rod
Mt. Coronet B1F,Feebas,349,1,1,1,10,15,Prism Scale,0,Rare,1,0,Super Rod
Mt. Coronet B1F,Gyarados,130,1,1,1,15,20,,0,Uncommon,1,0,Super Rod
Mt. Coronet B1F,Magikarp,129,1,1,1,15,20,,0,Common,1,0,Old Rod
Mt. Coronet B1F,Whiscash,340,1,1,1,20,25,,0,Rare,1,0,Super Rod
Mt. Coronet B1F,Zubat,41,1,1,1,20,35,,0,Common,0,0,
Mt. Coronet South,Barboach,339,1,1,1,10,18,,0,Common,1,1,Good Rod
Mt. Coronet South,Gyarados,130,1,1,1,20,28,,0,Common,1,1,Super Rod
Mt. Coronet South,Magikarp,129,1,1,1,3,11,,0,Common,1,1,Old Rod
Mt. Coronet South,Psyduck,54,1,1,1,20,28,,0,Common,1,1,Super Rod
Mt. Coronet South,Whiscash,340,1,1,1,20,28,,0,Rare,1,1,Super Rod
Mt. Coronet South,Zubat,41,1,1,1,20,35,,0,Common,0,0,
Mt. Crumpit,Buizel,418,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Mt. Crumpit,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Mt. Crumpit,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Mt. Crumpit,Sealeo,364,1,1,1,25,31,,0,Uncommon,0,0,
Mt. Crumpit,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Mt. Crumpit,Squirtle,7,1,1,1,25,31,,0,Rare,0,0,
Mt. Crumpit,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Mt. Mortar 1F,Goldeen,118,1,1,1,13,17,,0,Common,1,0,Good Rod
Mt. Mortar 1F,Krabby,98,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Magikarp,129,1,1,1,13,17,,0,Common,1,0,Old Rod
Mt. Mortar 1F,Marill,183,0,0,1,13,17,,0,Uncommon,1,0,Super Rod
Mt. Mortar 1F,Seaking,119,1,1,1,13,17,,0,Uncommon,1,0,Good Rod
Mt. Mortar B1F,Goldeen,118,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar B1F,Magikarp,129,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar B1F,Marill,183,1,1,1,33,36,,0,Uncommon,1,0,Good Rod
Mt. Mortar B1F,Poliwag,60,1,1,1,33,37,Kings Rock,0,Common,1,0,Old Rod
Mt. Mortar B1F,Seaking,119,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar Upper Cave,Goldeen,118,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar Upper Cave,Krabby,98,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar Upper Cave,Magikarp,129,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Mortar Upper Cave,Marill,183,0,0,1,33,36,,0,Uncommon,1,0,Good Rod
Mt. Mortar Upper Cave,Seaking,119,1,1,1,33,37,,0,Common,1,0,Old Rod
Mt. Pyre Exterior,Lotad,270,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Marill,183,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Poliwag,60,1,1,1,21,26,Kings Rock,0,Common,0,0,
Mt. Pyre Exterior,Poliwhirl,61,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Quagsire,195,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Exterior,Wooper,194,1,1,1,21,26,,0,Common,0,0,
Mt. Pyre Summit,Lotad,270,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Marill,183,1,0,0,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Poliwag,60,1,1,1,21,26,Kings Rock,0,Common,0,0,
Mt. Pyre Summit,Poliwhirl,61,1,1,1,21,26,,0,Uncommon,0,0,
Mt. Pyre Summit,Quagsire,195,1,1,1,21,26,,0,Common,0,0,
Mt. Pyre Summit,Wooper,194,1,1,1,21,26,,0,Common,0,0,
Mt. Silver 1F,Golduck,55,1,1,1,47,50,,0,Common,1,0,Super Rod
Mt. Silver 1F,Magikarp,129,1,1,1,47,50,,0,Common,1,1,Old Rod
Mt. Silver 1F,Poliwag,60,1,1,1,47,50,Kings Rock,0,Common,1,0,Good Rod
Mt. Silver 1F,Poliwhirl,61,1,1,1,47,50,,0,Uncommon,1,0,Super Rod
Mt. Silver Exterior,Horsea,116,1,1,1,32,40,Dragon Scale,0,Common,1,0,Good Rod
Mt. Silver Exterior,Krabby,98,1,1,1,32,40,,0,Common,1,0,Old Rod
Mt. Silver Exterior,Magikarp,129,1,1,1,32,40,,0,Common,1,1,Old Rod
Mt. Silver Exterior,Politoed,186,1,1,1,32,40,,0,Rare,1,1,Super Rod
Mt. Silver Exterior,Poliwag,60,1,0,1,32,40,Kings Rock,0,Common,1,0,Good Rod
Mt. Silver Exterior,Poliwhirl,61,0,0,1,32,40,,0,Uncommon,1,0,Good Rod
Mt. Silver Exterior,Surskit,283,1,1,1,32,40,,0,Uncommon,1,1,Good Rod
Murky Town,Azumarill,184,1,1,1,20,24,,0,Uncommon,0,0,
Murky Town,Gastly,92,1,1,1,11,11,Spell Tag,0,Common,0,0,
Murky Town,Gyarados,130,1,1,1,30,30,,0,Common,0,0,
Murky Town,Magikarp,129,1,1,1,20,24,,0,Common,0,0,
Murky Town,Marill,183,1,1,1,20,24,,0,Uncommon,0,0,
Murky Town,Oshawott,501,1,1,1,20,24,,0,Rare,0,0,
Murky Town,Sealeo,364,1,1,1,20,24,,0,Uncommon,0,0,
Murky Town,Spheal,363,1,1,1,20,24,,0,Uncommon,0,0,
Nap Cave,Poliwag,60,1,1,1,45,50,Kings Rock,0,Common,0,0,
Nap Cave,Poliwhirl,61,1,1,1,45,50,Kings Rock,0,Common,0,0,
Nap Cave,Psyduck,54,1,1,1,45,50,,0,Common,0,0,
Nap Cave,Wooper,194,1,1,1,45,50,,0,Common,0,0,
Nap Cave B1F,Golduck,55,1,1,1,45,50,,0,Common,0,0,
Nap Cave B1F,Poliwag,60,1,1,1,45,50,Kings Rock,0,Common,0,0,
Nap Cave B1F,Poliwhirl,61,1,1,1,45,50,Kings Rock,0,Common,0,0,
Nap Cave B1F,Quagsire,195,1,1,1,45,50,,0,Common,0,0,
Nap Forest,Barboach,339,1,1,1,42,45,,0,Uncommon,0,0,
Nap Forest,Lotad,270,1,1,1,42,45,Mental Herb,0,Common,0,0,
Nap Forest,Marill,183,1,1,1,36,36,,0,Uncommon,0,0,
Nap Forest,Slowpoke,79,1,1,1,42,45,Lagging Tail,0,Common,0,0,
Nap Forest,Tympole,535,1,1,1,46,50,,1,Rare,0,0,
Nap Forest,Wingull,278,1,1,1,42,45,,0,Common,0,0,
Nap Shore,Barboach,339,1,1,1,42,45,Deep Sea Scale,0,Uncommon,1,0,Good Rod
Nap Shore,Buizel,418,1,1,1,42,45,Wacan Berry,0,Uncommon,1,0,Good Rod
Nap Shore,Clauncher,692,1,1,1,42,45,,0,Rare,1,0,Super Rod
Nap Shore,Corsola,222,1,1,1,42,45,Hard Stone,0,Uncommon,1,0,Old Rod
Nap Shore,Feebas,349,1,1,1,42,45,Prism Scale,0,Rare,1,0,Super Rod
Nap Shore,Magikarp,129,1,1,1,42,45,,0,Common,1,0,Old Rod
Nap Shore,Slowpoke,79,1,1,1,42,45,Lagging Tail,0,Common,1,0,Old Rod
Nap Shore,Surskit,283,1,1,1,42,45,SilverPowder,0,Common,1,0,Old Rod
Nap Town,Barboach,339,1,1,1,42,45,,0,Uncommon,0,0,
Nap Town,Corphish,341,1,1,1,42,45,Mystic Water,1,Rare,0,0,
Nap Town,Magikarp,129,1,1,1,42,45,,0,Common,0,0,
Nap Town,Shellder,90,1,1,1,42,45,Shell Bell,0,Rare,0,0,
Nap Town,Staryu,120,1,1,1,42,45,Water Stone,0,Rare,0,0,
Nap Town,Tentacool,72,1,1,1,42,45,Poison Barb,0,Common,0,0,
Nap Town,Wingull,278,1,1,1,42,45,,0,Common,0,0,
Necropolis,Azumarill,184,1,1,1,26,30,,0,Uncommon,0,0,
Necropolis,Froakie,656,1,1,1,20,24,,0,Rare,0,0,
Necropolis,Gastly,92,1,1,1,11,11,Spell Tag,0,Common,0,0,
Necropolis,Gyarados,130,1,1,1,30,30,,0,Common,0,0,
Necropolis,Haunter,93,1,1,1,11,11,Spell Tag,0,Common,0,0,
Necropolis,Magikarp,129,1,1,1,26,30,,0,Common,0,0,
Necropolis,Marill,183,1,1,1,26,30,,0,Uncommon,0,0,
Necropolis,Noibat,714,1,1,1,20,24,,0,Rare,0,0,
Nido Isle,Alomomola,594,1,1,1,30,35,,0,Rare,0,0,
