,Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Type,Path
3893,Ruin Valley,Poliwag,60,1,1,1,35,48,Kings Rock,0,Common,Surf/Fish,sprites/poliwag.png
3894,Ruins Of Alph,Poliwag,60,1,1,1,18,25,,0,Common,Fish,sprites/poliwag.png
3895,Safari Area 2,Poliwag,60,1,1,1,34,38,,0,Common,Surf/Fish,sprites/poliwag.png
3896,Safari Johto Grass and Swamp Zone,Poliwag,60,1,1,1,22,26,,0,Common,Surf/Fish,sprites/poliwag.png
3897,Seaway Vein,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Fish,sprites/poliwag.png
3898,Seaway Vein Extension,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Fish,sprites/poliwag.png
3899,Seaway Vein Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Fish,sprites/poliwag.png
3900,Secret Nap Area,Poliwag,60,1,1,1,45,50,,0,Common,Surf/Fish,sprites/poliwag.png
3901,Shamouti Island,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Surf/Fish,sprites/poliwag.png
3902,Shamouti Island Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Surf/Fish,sprites/poliwag.png
3903,Shamouti Seaway,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Fish,sprites/poliwag.png
3904,Shamouti Seaway Frozen,Poliwag,60,1,1,1,15,19,Kings Rock,0,Common,Fish,sprites/poliwag.png
3905,Sleeping Path,Poliwag,60,1,1,1,42,45,,0,Common,Surf/Fish,sprites/poliwag.png
3906,Spawn Testing,Poliwag,60,1,1,1,60,65,,0,Common,Surf/Fish,sprites/poliwag.png
3907,Vermilion City,Poliwag,60,0,0,1,13,18,Kings Rock,0,Common,Surf/Fish,sprites/poliwag.png
3908,Violet City,Poliwag,60,1,0,1,10,14,Kings Rock,0,Common,Fish,sprites/poliwag.png
3909,Viridian City,Poliwag,60,0,0,1,10,15,Kings Rock,0,Common,Surf/Fish,sprites/poliwag.png
3910,Corsica Island,Pelipper,279,1,1,1,15,19,,0,Uncommon,Land,sprites/pelipper.png
3911,Route 213,Pelipper,279,1,1,1,24,28,,0,Common,Land,sprites/pelipper.png
3912,Route 222,Pelipper,279,1,1,1,35,40,,0,Common,Land,sprites/pelipper.png
3913,Route 224,Pelipper,279,1,1,1,52,56,,0,Common,Land,sprites/pelipper.png
3914,Route 49,Pelipper,279,1,1,1,35,39,,0,Common,Land,sprites/pelipper.png
3915,Breezy Garden,Pelipper,279,1,1,1,21,25,,0,Common,Surf/Fish,sprites/pelipper.png
3916,Dewford Town,Pelipper,279,1,1,1,20,35,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3917,Fuego Ironworks,Pelipper,279,1,1,1,20,32,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3918,Hoenn Safari Zone Area 5,Pelipper,279,1,1,1,28,32,,0,Common,Surf/Fish,sprites/pelipper.png
3919,Iron Island,Pelipper,279,1,1,1,32,36,,0,Common,Surf/Fish,sprites/pelipper.png
3920,Lilycove City,Pelipper,279,1,1,1,25,35,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3921,Mossdeep City,Pelipper,279,1,1,1,28,36,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3922,Pacifidlog Town,Pelipper,279,1,1,1,32,34,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3923,Route 103,Pelipper,279,1,1,1,2,4,,0,Rare,Surf/Fish,sprites/pelipper.png
3924,Route 104,Pelipper,279,1,1,1,4,6,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3925,Route 105,Pelipper,279,1,1,1,20,25,Ice Heal,0,Uncommon,Fish,sprites/pelipper.png
3926,Route 110,Pelipper,279,1,1,1,12,15,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3927,Route 115,Pelipper,279,1,1,1,26,26,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3928,Route 118,Pelipper,279,1,1,1,25,29,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3929,Route 119A,Pelipper,279,1,1,1,32,38,,0,Common,Surf/Fish,sprites/pelipper.png
3930,Route 119B,Pelipper,279,1,1,1,32,38,,0,Common,Surf/Fish,sprites/pelipper.png
3931,Route 120,Pelipper,279,0,0,1,35,40,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3932,Route 121,Pelipper,279,1,1,1,36,39,,0,Common,Surf/Fish,sprites/pelipper.png
3933,Route 123,Pelipper,279,1,1,1,29,33,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3934,Route 213,Pelipper,279,1,1,1,24,28,,0,Common,Surf/Fish,sprites/pelipper.png
3935,Route 218,Pelipper,279,1,1,1,28,31,,0,Common,Surf/Fish,sprites/pelipper.png
3936,Route 219,Pelipper,279,1,1,1,20,32,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3937,Route 220,Pelipper,279,1,1,1,20,32,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3938,Route 221,Pelipper,279,1,1,1,28,32,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3939,Route 222,Pelipper,279,1,1,1,35,40,,0,Common,Surf/Fish,sprites/pelipper.png
3940,Route 223,Pelipper,279,1,1,1,40,44,,0,Common,Surf/Fish,sprites/pelipper.png
3941,Route 224,Pelipper,279,1,1,1,52,56,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3942,Route 226,Pelipper,279,1,1,1,40,45,,0,Common,Surf/Fish,sprites/pelipper.png
3943,Route 230,Pelipper,279,1,1,1,40,45,,0,Common,Surf/Fish,sprites/pelipper.png
3944,Route 49,Pelipper,279,1,1,1,35,39,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3945,Sea Mauville,Pelipper,279,1,1,1,28,35,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3946,Slateport City,Pelipper,279,1,1,1,32,34,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3947,Suzuka Cave 1F,Pelipper,279,1,1,1,21,25,,0,Common,Surf/Fish,sprites/pelipper.png
3948,Suzuka Cave B1F,Pelipper,279,1,1,1,21,25,,0,Common,Surf/Fish,sprites/pelipper.png
3949,Valley Windworks,Pelipper,279,1,1,1,20,35,,0,Uncommon,Surf/Fish,sprites/pelipper.png
3950,Vulcan Cave B2F,Pelipper,279,1,1,1,36,40,,0,Common,Surf/Fish,sprites/pelipper.png
3951,Vulcan Cove,Pelipper,279,1,1,1,34,38,,0,Common,Surf/Fish,sprites/pelipper.png
3952,Corsica Island,Seadra,117,1,1,1,15,19,,0,Uncommon,Land,sprites/seadra.png
3953,Alto Mare,Seadra,117,1,1,1,36,40,Dragon Scale,0,Common,Surf/Fish,sprites/seadra.png
3954,Alto Mare Chained ,Seadra,117,1,1,1,36,40,,0,Uncommon,Surf/Fish,sprites/seadra.png
3955,Bond Bridge,Seadra,117,1,1,1,29,37,,0,Uncommon,Surf/Fish,sprites/seadra.png
3956,Cerulean Cave 1F,Seadra,117,1,1,1,60,64,,0,Common,Fish,sprites/seadra.png
3957,Cerulean Cave B1F,Seadra,117,1,1,1,58,62,,0,Uncommon,Fish,sprites/seadra.png
3958,Chrono Cross,Seadra,117,1,1,1,15,25,,0,Uncommon,Surf/Fish,sprites/seadra.png
3959,Crater Town Shore,Seadra,117,1,1,1,26,30,,0,Common,Surf/Fish,sprites/seadra.png
3960,Dragons Den,Seadra,117,1,1,1,50,54,Dragon Scale,0,Uncommon,Surf/Fish,sprites/seadra.png
3961,Dragons Shrine,Seadra,117,1,1,1,60,64,,0,Uncommon,Surf/Fish,sprites/seadra.png
3962,Frozen Cave,Seadra,117,1,1,1,20,25,,0,Uncommon,Surf/Fish,sprites/seadra.png
3963,Icefall Back Cave,Seadra,117,1,1,1,30,34,,0,Uncommon,Surf/Fish,sprites/seadra.png
3964,Icefall Cave 1F,Seadra,117,1,1,1,30,34,,0,Uncommon,Surf/Fish,sprites/seadra.png
3965,Jura Cave,Seadra,117,1,1,1,20,24,Dragon Scale,1,Common,Surf/Fish,sprites/seadra.png
3966,Memorial Pillar,Seadra,117,1,1,1,25,29,,0,Uncommon,Surf/Fish,sprites/seadra.png
3967,One Island,Seadra,117,1,1,1,34,38,,0,Uncommon,Fish,sprites/seadra.png
3968,Outcast Island,Seadra,117,1,1,1,5,25,,0,Uncommon,Fish,sprites/seadra.png
3969,Resort Gorgeous,Seadra,117,1,1,1,15,25,,0,Uncommon,Surf/Fish,sprites/seadra.png
3970,Route 12,Seadra,117,1,1,1,32,34,Dragon Scale,0,Common,Surf/Fish,sprites/seadra.png
3971,Route 122,Seadra,117,1,1,1,35,35,,0,Uncommon,Fish,sprites/seadra.png
3972,Route 13,Seadra,117,1,1,1,33,35,Dragon Scale,0,Common,Surf/Fish,sprites/seadra.png
3973,Route 130,Seadra,117,1,1,1,28,36,,0,Uncommon,Fish,sprites/seadra.png
3974,Route 131,Seadra,117,1,1,1,31,33,,0,Uncommon,Surf/Fish,sprites/seadra.png
3975,Route 131 B,Seadra,117,1,1,1,32,34,,0,Uncommon,Fish,sprites/seadra.png
3976,Route 132,Seadra,117,1,1,1,30,34,,0,Uncommon,Fish,sprites/seadra.png
3977,Route 133,Seadra,117,1,1,1,30,34,,0,Uncommon,Fish,sprites/seadra.png
3978,Route 134,Seadra,117,1,1,1,30,34,,0,Uncommon,Surf/Fish,sprites/seadra.png
3979,Route 226,Seadra,117,1,1,1,40,45,,0,Common,Surf/Fish,sprites/seadra.png
3980,Seafoam B4F,Seadra,117,1,1,1,40,44,Dragon Scale,0,Common,Surf/Fish,sprites/seadra.png
3981,Snowfall Valley,Seadra,117,1,1,1,25,31,Dragon Scale,0,Common,Surf/Fish,sprites/seadra.png
3982,Tanoby Ruins,Seadra,117,1,1,1,10,40,,0,Uncommon,Fish,sprites/seadra.png
3983,Trainer Tower,Seadra,117,0,0,1,12,42,,0,Uncommon,Surf/Fish,sprites/seadra.png
3984,Treasure Beach,Seadra,117,1,1,1,34,38,,0,Uncommon,Fish,sprites/seadra.png
3985,Water Path,Seadra,117,1,1,1,40,44,,1,Uncommon,Surf/Fish,sprites/seadra.png
3986,Whirl Islands 1F,Seadra,117,1,1,1,22,24,,0,Uncommon,Surf/Fish,sprites/seadra.png
3987,Whirl Islands 1F Northeast,Seadra,117,1,1,1,23,27,,0,Uncommon,Surf/Fish,sprites/seadra.png
3988,Whirl Islands 1F Southeast,Seadra,117,1,1,1,23,27,,0,Uncommon,Surf/Fish,sprites/seadra.png
3989,Whirl Islands 1F Southwest,Seadra,117,1,1,1,23,27,,0,Uncommon,Surf/Fish,sprites/seadra.png
3990,Whirl Islands B2F,Seadra,117,1,1,1,23,27,,0,Uncommon,Surf/Fish,sprites/seadra.png
3991,Corsica Island,Squirtle,7,1,1,1,15,19,,0,Rare,Land,sprites/squirtle.png
3992,Alto Mare,Squirtle,7,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/squirtle.png
3993,Alto Mare Chained ,Squirtle,7,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/squirtle.png
3994,Alto Mare National Park,Squirtle,7,1,1,1,10,15,,0,Rare,Surf/Fish,sprites/squirtle.png
3995,Angel Hill,Squirtle,7,1,1,1,20,24,,0,Rare,Surf/Fish,sprites/squirtle.png
3996,Cryofrost Path,Squirtle,7,1,1,1,25,31,,0,Rare,Surf/Fish,sprites/squirtle.png
3997,Mt. Crumpit,Squirtle,7,1,1,1,25,31,,0,Rare,Surf/Fish,sprites/squirtle.png
3998,Pallet Town,Squirtle,7,1,1,1,36,40,,1,Rare,Surf/Fish,sprites/squirtle.png
3999,Safari Exclusive,Squirtle,7,1,1,1,34,38,,1,Rare,Surf/Fish,sprites/squirtle.png
4000,Vermilion City,Squirtle,7,1,1,1,13,18,,0,Rare,Surf/Fish,sprites/squirtle.png
4001,Vulcan Island Shore,Squirtle,7,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/squirtle.png
4002,Corsica Island,Staryu,120,1,1,1,15,19,,0,Rare,Land,sprites/staryu.png
4003,Breezy Falls,Staryu,120,1,0,1,18,23,,0,Rare,Surf/Fish,sprites/staryu.png
4004,Cape Brink,Staryu,120,0,0,1,10,17,,0,Uncommon,Fish,sprites/staryu.png
4005,Cherrygrove City,Staryu,120,0,0,1,10,14,,0,Uncommon,Fish,sprites/staryu.png
4006,Cianwood City,Staryu,120,0,0,1,30,35,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4007,Cinnabar Island,Staryu,120,0,0,1,37,39,,0,Rare,Surf/Fish,sprites/staryu.png
4008,Crumpit Valley,Staryu,120,1,1,1,25,31,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4009,Diamond Domain B1F,Staryu,120,1,1,1,22,26,,0,Uncommon,Surf/Fish,sprites/staryu.png
4010,Diamond Domain B1F,Staryu,120,1,1,1,22,26,,0,Uncommon,Surf/Fish,sprites/staryu.png
4011,Diamond Domain Main Cave,Staryu,120,1,1,1,22,26,,0,Uncommon,Fish,sprites/staryu.png
4012,Eindoak Waterway,Staryu,120,1,1,1,25,31,,0,Rare,Surf/Fish,sprites/staryu.png
4013,Five Island,Staryu,120,0,0,1,16,20,,0,Uncommon,Fish,sprites/staryu.png
4014,Lilycove City,Staryu,120,1,0,1,36,42,,0,Uncommon,Surf/Fish,sprites/staryu.png
4015,Love Island,Staryu,120,1,0,0,18,22,,0,Uncommon,Surf/Fish,sprites/staryu.png
4016,Nap Town,Staryu,120,1,1,1,42,45,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4017,Olivine City,Staryu,120,1,1,1,23,25,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4018,One Island,Staryu,120,0,0,1,34,38,,0,Uncommon,Fish,sprites/staryu.png
4019,Pallet Town,Staryu,120,1,1,1,36,40,,0,Rare,Surf/Fish,sprites/staryu.png
4020,Pinkan Island Meadow,Staryu,120,1,1,1,60,65,,0,Uncommon,Surf/Fish,sprites/staryu.png
4021,Resort Gorgeous,Staryu,120,1,0,1,5,25,Stardust,0,Uncommon,Fish,sprites/staryu.png
4022,Route 131,Staryu,120,1,1,1,31,33,,0,Uncommon,Fish,sprites/staryu.png
4023,Route 131 B,Staryu,120,1,1,1,32,34,,0,Uncommon,Fish,sprites/staryu.png
4024,Route 14,Staryu,120,0,0,1,34,36,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4025,Route 17,Staryu,120,0,0,1,40,42,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4026,Route 19,Staryu,120,1,1,1,40,42,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4027,Route 20,Staryu,120,1,1,1,40,44,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4028,Route 34,Staryu,120,0,0,1,11,15,,0,Uncommon,Fish,sprites/staryu.png
4029,Route 40,Staryu,120,1,1,1,15,21,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4030,Route 47,Staryu,120,1,1,1,30,34,,0,Rare,Surf/Fish,sprites/staryu.png
4031,Safari Area 2,Staryu,120,1,1,1,34,38,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4032,Safari Exclusive,Staryu,120,1,1,1,34,38,Water Stone,1,Rare,Surf/Fish,sprites/staryu.png
4033,Secret Nap Area,Staryu,120,1,1,1,45,50,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4034,Spawn Testing,Staryu,120,1,1,1,60,65,,0,Uncommon,Surf/Fish,sprites/staryu.png
4035,Suzuka Cave 1F,Staryu,120,1,1,1,21,25,,0,Rare,Surf/Fish,sprites/staryu.png
4036,Union Cave B2F,Staryu,120,1,1,1,6,10,,0,Uncommon,Fish,sprites/staryu.png
4037,Vermilion City,Staryu,120,0,0,1,13,18,,1,Uncommon,Fish,sprites/staryu.png
4038,Vulcan Cove,Staryu,120,1,1,1,34,38,Water Stone,0,Rare,Surf/Fish,sprites/staryu.png
4039,Corsica Island,Tympole,535,1,1,1,15,19,,0,Rare,Land,sprites/tympole.png
4040,Route 117,Tympole,535,1,1,1,13,16,,1,Rare,Land,sprites/tympole.png
4041,Dragonspiral Tower Exterior,Tympole,535,1,1,1,21,25,,0,Rare,Surf/Fish,sprites/tympole.png
4042,Evergreen Island Valley,Tympole,535,1,1,1,25,31,Persim Berry,0,Rare,Surf/Fish,sprites/tympole.png
4043,Frozen Cave B2F,Tympole,535,1,1,1,25,31,Persim Berry,0,Rare,Surf/Fish,sprites/tympole.png
4044,Guild Island,Tympole,535,1,1,1,42,50,,0,Uncommon,Surf/Fish,sprites/tympole.png
4045,Hoenn Safari Zone Area 3,Tympole,535,1,1,1,28,32,Persim Berry,1,Rare,Surf/Fish,sprites/tympole.png
4046,Nap Forest,Tympole,535,1,1,1,46,50,,1,Rare,Surf/Fish,sprites/tympole.png
4047,Pal Park,Tympole,535,1,1,1,20,25,,0,Rare,Surf/Fish,sprites/tympole.png
4048,Route 227,Tympole,535,1,1,1,40,45,Persim Berry,0,Rare,Surf/Fish,sprites/tympole.png
4049,Safari Johto Grass and Swamp Zone,Tympole,535,1,1,1,22,26,Persim Berry,0,Rare,Surf/Fish,sprites/tympole.png
4050,Suzuka Cave B1F,Tympole,535,0,1,0,21,25,,0,Rare,Surf/Fish,sprites/tympole.png
4051,Crater Town,Slugma,218,1,1,1,26,30,,0,Uncommon,Land,sprites/slugma.png
4052,Dark Valley,Slugma,218,1,1,1,21,25,,0,Common,Land,sprites/slugma.png
4053,Eriyadu Sulfur Pools,Slugma,218,1,1,1,28,31,,0,Common,Land,sprites/slugma.png
4054,Fiery Path,Slugma,218,1,1,1,20,22,Heat Rock,0,Common,Land,sprites/slugma.png
4055,Forest Pit,Slugma,218,1,1,1,26,30,,0,Common,Land,sprites/slugma.png
4056,Galeras Island West,Slugma,218,1,1,1,27,33,,0,Common,Land,sprites/slugma.png
4057,Jagged Pass,Slugma,218,1,1,1,23,27,,0,Common,Land,sprites/slugma.png
4058,Mt. Ember Ruby Path 1F,Slugma,218,1,1,1,34,40,Charcoal,0,Uncommon,Land,sprites/slugma.png
4059,Mt. Ember Ruby Path B1F,Slugma,218,1,1,1,34,40,Charcoal,0,Uncommon,Land,sprites/slugma.png
4060,Mt. Ember Ruby Path B2F,Slugma,218,1,1,1,34,40,Charcoal,0,Uncommon,Land,sprites/slugma.png
4061,Mt. Ember Ruby Path B3F,Slugma,218,1,1,1,34,40,Charcoal,0,Common,Land,sprites/slugma.png
4062,Mt. Ember Ruby Path B4F,Slugma,218,1,1,1,34,40,Charcoal,0,Rare,Land,sprites/slugma.png
4063,Mt. Ember Ruby Path B5F,Slugma,218,1,1,1,34,40,,0,Rare,Land,sprites/slugma.png
4064,Mt. Ember Summit Path 1F,Slugma,218,1,1,1,30,38,,0,Uncommon,Land,sprites/slugma.png
4065,Mt. Summer 1F,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4066,Mt. Summer 1F 2,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4067,Mt. Summer 2F,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4068,Mt. Summer 2F 2,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4069,Mt. Summer 3F,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4070,Mt. Summer 3F 2,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4071,Mt. Summer 3F 2 2,Slugma,218,1,1,1,20,26,,0,Common,Land,sprites/slugma.png
4072,Mt. Summer 3F 2 2,Slugma,218,1,1,1,20,26,,0,Common,Land,sprites/slugma.png
4073,Mt. Summer 3F 2 2,Slugma,218,1,1,1,20,26,,0,Common,Land,sprites/slugma.png
4074,Mt. Summer 3F 2 2,Slugma,218,1,1,1,20,26,,0,Common,Land,sprites/slugma.png
4075,Mt. Summer 3F 2 2,Slugma,218,1,1,1,20,26,,0,Common,Land,sprites/slugma.png
4076,Mt. Summer 4F,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4077,Mt. Summer 4F 2,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4078,Mt. Summer Exterior 2,Slugma,218,1,1,1,36,40,,0,Common,Land,sprites/slugma.png
4079,Route 113,Slugma,218,1,1,1,19,23,,0,Common,Land,sprites/slugma.png
4080,Route 16,Slugma,218,1,1,1,35,37,,0,Common,Land,sprites/slugma.png
4081,Route 17,Slugma,218,1,1,1,38,42,,0,Common,Land,sprites/slugma.png
4082,Safari Johto Mountain Zone,Slugma,218,1,1,1,22,25,,0,Common,Land,sprites/slugma.png
4083,Stark Mountain Entrance,Slugma,218,1,1,1,56,60,,0,Common,Land,sprites/slugma.png
4084,Stark Mountain Exterior Pt,Slugma,218,1,1,1,45,50,,0,Common,Land,sprites/slugma.png
4085,Unison Mountain 1F,Slugma,218,1,1,1,20,24,,0,Common,Land,sprites/slugma.png
4086,Unison Mountain 3F,Slugma,218,1,1,1,20,24,,0,Common,Land,sprites/slugma.png
4087,Vulcan Cavern,Slugma,218,1,1,1,34,38,,0,Common,Land,sprites/slugma.png
4088,Vulcan Cavern Cave,Slugma,218,1,1,1,32,36,,0,Common,Land,sprites/slugma.png
4089,Vulcan Lava Pit,Slugma,218,1,1,1,35,39,,0,Common,Land,sprites/slugma.png
4090,Crater Town Shore,Ducklett,580,1,1,1,26,30,,0,Uncommon,Land,sprites/ducklett.png
4091,Oreburgh Gate 1F,Ducklett,580,1,1,1,5,9,,0,Uncommon,Land,sprites/ducklett.png
4092,Route 13,Ducklett,580,1,1,1,33,35,,1,Uncommon,Land,sprites/ducklett.png
4093,Sinnoh Safari Area Zone 6,Ducklett,580,1,1,1,24,28,,0,Uncommon,Land,sprites/ducklett.png
4094,Crater Town Shore,Ducklett,580,1,1,1,26,30,,0,Uncommon,Surf/Fish,sprites/ducklett.png
4095,Route 227,Ducklett,580,1,1,1,35,40,Rindo Berry,0,Uncommon,Surf/Fish,sprites/ducklett.png
4096,Safari Area 1,Ducklett,580,1,1,1,34,38,,1,Uncommon,Surf/Fish,sprites/ducklett.png
4097,Sinnoh Safari Area Zone 2,Ducklett,580,1,1,1,24,28,,0,Uncommon,Surf/Fish,sprites/ducklett.png
4098,Trainers Valley,Ducklett,580,1,1,1,30,32,,0,Uncommon,Surf/Fish,sprites/ducklett.png
4099,Crater Town Shore,Golduck,55,1,1,1,26,30,,0,Common,Land,sprites/golduck.png
4100,Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common,Land,sprites/golduck.png
4101,Lake Valor,Golduck,55,1,1,1,35,39,,0,Common,Land,sprites/golduck.png
4102,Mt. Silver Expert Belt,Golduck,55,1,1,1,50,54,,0,Common,Land,sprites/golduck.png
4103,Mt. Silver Moltres Chamber,Golduck,55,1,1,1,45,52,Mystic Water,0,Common,Land,sprites/golduck.png
4104,Mt. Silver Upper Mountainside,Golduck,55,1,1,1,52,55,Mystic Water,0,Common,Land,sprites/golduck.png
4105,Seafoam 1F,Golduck,55,1,1,1,40,44,,0,Common,Land,sprites/golduck.png
4106,Seafoam B1F,Golduck,55,1,1,1,40,44,,0,Common,Land,sprites/golduck.png
4107,Seafoam B4F,Golduck,55,1,1,1,40,44,,0,Common,Land,sprites/golduck.png
4108,Sendoff Spring,Golduck,55,1,1,1,53,57,,0,Common,Land,sprites/golduck.png
4109,Alto Mare,Golduck,55,1,1,1,36,40,,0,Common,Surf/Fish,sprites/golduck.png
4110,Alto Mare Chained ,Golduck,55,1,1,1,36,40,,0,Common,Surf/Fish,sprites/golduck.png
4111,Berry Forest,Golduck,55,1,1,1,45,50,,0,Common,Surf/Fish,sprites/golduck.png
4112,Burring Strait Under water,Golduck,55,1,1,1,25,31,,0,Common,Surf/Fish,sprites/golduck.png
4113,Cape Brink,Golduck,55,1,1,1,30,37,,0,Common,Surf/Fish,sprites/golduck.png
4114,Cerulean Cave 1F,Golduck,55,1,1,1,60,64,,0,Common,Surf/Fish,sprites/golduck.png
4115,Cerulean Cave B1F,Golduck,55,1,1,1,58,62,,0,Common,Surf/Fish,sprites/golduck.png
4116,Crumpit Valley,Golduck,55,1,1,1,25,31,,0,Common,Surf/Fish,sprites/golduck.png
4117,Eindoak Waterway,Golduck,55,1,1,1,25,31,,0,Common,Surf/Fish,sprites/golduck.png
4118,Eterna City,Golduck,55,1,1,1,20,30,,0,Common,Surf/Fish,sprites/golduck.png
4119,Evergreen Waterway,Golduck,55,1,1,1,25,31,,0,Common,Surf/Fish,sprites/golduck.png
4120,Four Island,Golduck,55,1,1,1,5,35,,0,Common,Surf/Fish,sprites/golduck.png
4121,Frozen Cave,Golduck,55,1,1,1,20,24,,0,Common,Surf/Fish,sprites/golduck.png
4122,Galeras Island South,Golduck,55,1,1,1,25,31,,0,Common,Surf/Fish,sprites/golduck.png
4123,Ilex Forest,Golduck,55,1,1,1,10,14,,0,Common,Surf/Fish,sprites/golduck.png
4124,Kalijodo Cave B2F,Golduck,55,1,1,1,34,38,,0,Common,Surf/Fish,sprites/golduck.png
4125,Lake Acuity,Golduck,55,1,1,1,35,41,,0,Common,Surf/Fish,sprites/golduck.png
4126,Lake Valor,Golduck,55,1,1,1,35,39,,0,Common,Surf/Fish,sprites/golduck.png
4127,Lake Verity,Golduck,55,1,1,1,20,30,,0,Common,Surf/Fish,sprites/golduck.png
4128,Mt. Silver 1F,Golduck,55,1,1,1,47,50,,0,Common,Surf/Fish,sprites/golduck.png
4129,Nap Cave B1F,Golduck,55,1,1,1,45,50,,0,Common,Surf/Fish,sprites/golduck.png
4130,Oreburgh Gate B1F,Golduck,55,1,1,1,20,30,,0,Common,Surf/Fish,sprites/golduck.png
4131,Pal Park,Golduck,55,1,1,1,20,25,,0,Common,Surf/Fish,sprites/golduck.png
4132,Ravaged Path,Golduck,55,1,1,1,20,30,,0,Common,Surf/Fish,sprites/golduck.png
4133,Route 203,Golduck,55,1,1,1,20,35,,0,Common,Surf/Fish,sprites/golduck.png
4134,Route 205,Golduck,55,1,1,1,14,17,,0,Common,Surf/Fish,sprites/golduck.png
4135,Route 210 North,Golduck,55,1,1,1,25,29,,0,Common,Surf/Fish,sprites/golduck.png
4136,Route 212 North,Golduck,55,1,1,1,22,26,,0,Common,Surf/Fish,sprites/golduck.png
4137,Route 214,Golduck,55,1,1,1,23,27,,0,Common,Surf/Fish,sprites/golduck.png
4138,Route 225,Golduck,55,1,1,1,40,45,,0,Common,Surf/Fish,sprites/golduck.png
4139,Route 228,Golduck,55,1,1,1,40,44,,0,Common,Surf/Fish,sprites/golduck.png
4140,Route 6,Golduck,55,1,1,1,22,24,,0,Common,Surf/Fish,sprites/golduck.png
4141,Safari Area 3,Golduck,55,1,1,1,32,34,,0,Common,Surf/Fish,sprites/golduck.png
4142,Safari Johto Snow Zone,Golduck,55,1,1,1,22,26,,0,Common,Surf/Fish,sprites/golduck.png
4143,Unknown Place,Golduck,55,1,1,1,30,32,,0,Common,Surf/Fish,sprites/golduck.png
4144,Crater Town Shore,Poliwhirl,61,1,1,1,26,30,,0,Uncommon,Land,sprites/poliwhirl.png
4145,Kalijodo Cave B2F,Poliwhirl,61,1,1,1,34,38,Kings Rock,0,Common,Land,sprites/poliwhirl.png
4146,Route 44,Poliwhirl,61,1,1,1,36,40,Kings Rock,0,Common,Land,sprites/poliwhirl.png
4147,Alto Mare,Poliwhirl,61,1,1,1,36,40,Kings Rock,0,Common,Surf/Fish,sprites/poliwhirl.png
4148,Alto Mare Chained ,Poliwhirl,61,1,1,1,36,40,,0,Uncommon,Surf/Fish,sprites/poliwhirl.png
4149,Alto Mare Secret Garden,Poliwhirl,61,1,1,1,10,15,Kings Rock,0,Common,Surf/Fish,sprites/poliwhirl.png
