,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
3672,Sanctuary of Energy,Abra,63,26,28,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,26-28,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,2
3673,Sanctuary of Energy,Espurr,677,26,26,,,Rare,Land,sprites/espurr.png,M/D/Ni,26-26,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3674,Sanctuary of Energy,Girafarig,203,26,28,Persim Berry,,Common,Land,sprites/girafarig.png,M/D/Ni,26-28,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3675,Sanctuary of Energy,Lotad,270,26,28,,,Common,Land,sprites/lotad.png,M/D/Ni,26-28,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3676,Sanctuary of Energy,Misdreavus,200,26,28,Spell Tag,,Uncommon,Land,sprites/misdreavus.png,M/D/Ni,26-28,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,2
3677,Sanctuary of Energy,Munna,517,26,26,,,Rare,Land,sprites/munna.png,M/D/Ni,26-26,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3678,Sanctuary of Energy,Pachirisu,417,26,26,,,Rare,Land,sprites/pachirisu.png,M/D/Ni,26-26,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3679,Sanctuary of Energy,Poliwag,60,26,28,,,Common,Land,sprites/poliwag.png,M/D/Ni,26-28,Sanctuary of Energy,Sanctuary of Energy,,26,True,8,False,,3
3680,Sanctuary Of Flow,Cleffa,173,30,35,Stardust,,Rare,Land,sprites/cleffa.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,2
3681,Sanctuary Of Flow,Kricketot,401,30,35,,,Uncommon,Land,sprites/kricketot.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,3
3682,Sanctuary Of Flow,Ledyba,165,30,35,Aguav Berry,,Common,Land,sprites/ledyba.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,3
3683,Sanctuary Of Flow,Natu,177,30,35,,,Common,Land,sprites/natu.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,3
3684,Sanctuary Of Flow,Sneasel,215,30,35,Razor Claw,,Uncommon,Land,sprites/sneasel.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,3
3685,Sanctuary Of Flow,Togepi,175,30,35,Shiny Stone,,Rare,Land,sprites/togepi.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,2
3686,Sanctuary Of Flow,Vulpix,37,28,30,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,28-30,Sanctuary Of Flow,Sanctuary Of Flow,,30,False,1,False,,3
3687,Sanctuary Of Flow,Wurmple,265,30,35,Hondew Berry,,Common,Land,sprites/wurmple.png,M/D/Ni,30-35,Sanctuary Of Flow,Sanctuary Of Flow,,30,True,7,False,,3
3688,Scattered Realm Nesting Grounds,Abra,63,20,26,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,4
3689,Scattered Realm Nesting Grounds,Beldum,374,20,26,Metal Coat,,Rare,Land,sprites/beldum.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,2
3690,Scattered Realm Nesting Grounds,Carvanha,318,20,26,Deep Sea Tooth,,Uncommon,Land,sprites/carvanha.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,4
3691,Scattered Realm Nesting Grounds,Chingling,433,20,26,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,4
3692,Scattered Realm Nesting Grounds,Golbat,42,20,26,,,Common,Land,sprites/golbat.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,3
3693,Scattered Realm Nesting Grounds,Growlithe,58,20,22,Rawst Berry,,Common,Land,sprites/growlithe.png,M/D/Ni,20-22,Scattered Realm Nesting Grounds,,,20,True,9,False,,3
3694,Scattered Realm Nesting Grounds,Magnemite,81,20,26,Metal Coat,,Common,Land,sprites/magnemite.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,3
3695,Scattered Realm Nesting Grounds,Numel,322,20,26,Rawst Berry,,Uncommon,Land,sprites/numel.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,4
3696,Scattered Realm Nesting Grounds,Ralts,280,20,26,Dawn Stone,,Rare,Land,sprites/ralts.png,M/D/Ni,20-26,Scattered Realm Nesting Grounds,,,20,True,9,False,,2
3697,Seafoam 1F,Golbat,42,40,44,,,Common,Land,sprites/golbat.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,5
3698,Seafoam 1F,Golduck,55,40,44,,,Common,Land,sprites/golduck.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,5
3699,Seafoam 1F,Makuhita,296,40,44,Black Belt,,Common,Land,sprites/makuhita.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,5
3700,Seafoam 1F,Psyduck,54,40,44,,,Common,Land,sprites/psyduck.png,M/D,40-44,Seafoam,,,40,True,5,False,,5
3701,Seafoam 1F,Zubat,41,40,44,,,Common,Land,sprites/zubat.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,5
3702,Seafoam B1F,Golbat,42,40,44,,,Common,Land,sprites/golbat.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,5
3703,Seafoam B1F,Golduck,55,40,44,,,Common,Land,sprites/golduck.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,5
3704,Seafoam B1F,Jynx,124,40,44,Aspear Berry,,Rare,Land,sprites/jynx.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3705,Seafoam B1F,Psyduck,54,40,44,,,Common,Land,sprites/psyduck.png,M/D,40-44,Seafoam,,,40,True,6,False,,5
3706,Seafoam B1F,Seel,86,36,36,,,Common,Land,sprites/seel.png,M/D/Ni,36-36,Seafoam,,,40,False,1,False,,5
3707,Seafoam B1F,Vanillite,582,40,44,Never-Melt Ice,Required,Rare,Land,sprites/vanillite.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3708,Seafoam B1F,Zubat,41,40,44,,,Common,Land,sprites/zubat.png,Ni,40-44,Seafoam,,,40,True,6,False,,5
3709,Seafoam B2F,Chingling,433,40,44,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,1
3710,Seafoam B2F,Golbat,42,40,44,,,Common,Land,sprites/golbat.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,4
3711,Seafoam B2F,Jynx,124,40,44,Aspear Berry,,Rare,Land,sprites/jynx.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3712,Seafoam B2F,Makuhita,296,40,44,Black Belt,,Common,Land,sprites/makuhita.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,4
3713,Seafoam B2F,Seel,86,36,36,,,Common,Land,sprites/seel.png,M/D/Ni,36-36,Seafoam,,,40,False,1,False,,4
3714,Seafoam B2F,Smoochum,238,40,44,Aspear Berry,Required,Rare,Land,sprites/smoochum.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3715,Seafoam B2F,Zubat,41,40,44,,,Common,Land,sprites/zubat.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,4
3716,Seafoam B3F,Bergmite,712,40,44,,Required,Rare,Land,sprites/bergmite.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3717,Seafoam B3F,Chingling,433,40,44,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3718,Seafoam B3F,Golbat,42,40,44,,,Common,Land,sprites/golbat.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,3
3719,Seafoam B3F,Makuhita,296,40,44,Black Belt,,Common,Land,sprites/makuhita.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,3
3720,Seafoam B3F,Seel,86,36,36,Aspear Berry,,Common,Land,sprites/seel.png,M/D/Ni,36-36,Seafoam,,,40,False,1,False,,3
3721,Seafoam B3F,Smoochum,238,40,44,Aspear Berry,,Rare,Land,sprites/smoochum.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3722,Seafoam B3F,Snorunt,361,40,44,Babiri Berry,Required,Uncommon,Land,sprites/snorunt.png,M/D/Ni,40-44,Seafoam,,,40,True,6,False,,2
3723,Seafoam B4F,Bronzor,436,40,44,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,4
3724,Seafoam B4F,Cubchoo,613,40,44,,Required,Rare,Land,sprites/cubchoo.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,2
3725,Seafoam B4F,Golduck,55,40,44,,,Common,Land,sprites/golduck.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,4
3726,Seafoam B4F,Jynx,124,40,44,Aspear Berry,,Rare,Land,sprites/jynx.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,2
3727,Seafoam B4F,Seel,86,36,36,,,Common,Land,sprites/seel.png,M/D/Ni,36-36,Seafoam,,,40,False,2,False,,4
3728,Seafoam B4F,Snorunt,361,40,44,Babiri Berry,Required,Uncommon,Land,sprites/snorunt.png,M/D/Ni,40-44,Seafoam,,,40,True,5,False,,1
3729,Seafoam B4F,Swinub,220,27,27,Aspear Berry,,Common,Land,sprites/swinub.png,M/D/Ni,27-27,Seafoam,,,40,False,2,False,,4
3730,Seaway Vein,Krabby,98,15,19,,,Common,Land,sprites/krabby.png,M/D/Ni,15-19,Seaway Vein,Seaway Vein,,15,True,3,False,,3
3731,Seaway Vein,Poliwag,60,15,19,,,Common,Land,sprites/poliwag.png,M/D/Ni,15-19,Seaway Vein,Seaway Vein,,15,True,3,False,,3
3732,Seaway Vein,Wooper,194,15,19,,,Common,Land,sprites/wooper.png,M/D/Ni,15-19,Seaway Vein,Seaway Vein,,15,True,3,False,,3
3733,Seaway Vein Frozen,Krabby,98,15,19,,,Common,Land,sprites/krabby.png,M/D/Ni,15-19,Seaway Vein Frozen,Seaway Vein Frozen,,15,True,3,False,,3
3734,Seaway Vein Frozen,Poliwag,60,15,19,,,Common,Land,sprites/poliwag.png,M/D/Ni,15-19,Seaway Vein Frozen,Seaway Vein Frozen,,15,True,3,False,,3
3735,Seaway Vein Frozen,Wooper,194,15,19,,,Common,Land,sprites/wooper.png,M/D/Ni,15-19,Seaway Vein Frozen,Seaway Vein Frozen,,15,True,3,False,,3
3736,Secret Nap Area,Clefairy,35,45,50,Moon Stone,,Common,Land,sprites/clefairy.png,M/D,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3737,Secret Nap Area,Cleffa,173,45,50,Stardust,,Rare,Land,sprites/cleffa.png,M/D/Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,3
3738,Secret Nap Area,Delcatty,301,45,50,,,Uncommon,Land,sprites/delcatty.png,M/D/Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,2
3739,Secret Nap Area,Happiny,440,45,50,Oval Stone,,Rare,Land,sprites/happiny.png,M/D/Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,3
3740,Secret Nap Area,Hoothoot,163,45,50,,,Common,Land,sprites/hoothoot.png,Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3741,Secret Nap Area,Jigglypuff,39,44,44,Oran Berry,,Common,Land,sprites/jigglypuff.png,M/D,44-44,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3742,Secret Nap Area,Munchlax,446,50,55,Leftovers,Required,Rare,Land,sprites/munchlax.png,M/D/Ni,50-55,Secret Nap Area,Secret Nap Area,,50,True,1,False,,3
3743,Secret Nap Area,Noctowl,164,45,50,,,Common,Land,sprites/noctowl.png,Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3744,Secret Nap Area,Oddish,43,45,50,,,Common,Land,sprites/oddish.png,M/D,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3745,Secret Nap Area,Spinda,327,45,45,Chesto Berry,,Uncommon,Land,sprites/spinda.png,M/D/Ni,45-45,Secret Nap Area,Secret Nap Area,,50,False,10,False,,2
3746,Secret Nap Area,Zubat,41,45,50,,,Common,Land,sprites/zubat.png,Ni,45-50,Secret Nap Area,Secret Nap Area,,50,False,10,False,,6
3747,Sendoff Spring,Bibarel,400,53,57,,,Uncommon,Land,sprites/bibarel.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,3
3748,Sendoff Spring,Chimecho,358,53,57,,,Rare,Land,sprites/chimecho.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3749,Sendoff Spring,Chingling,433,53,57,,,Uncommon,Land,sprites/chingling.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,3
3750,Sendoff Spring,Dusclops,356,53,57,Reaper Cloth,,Rare,Land,sprites/dusclops.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3751,Sendoff Spring,Golbat,42,53,57,,,Common,Land,sprites/golbat.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3752,Sendoff Spring,Golduck,55,53,57,,,Common,Land,sprites/golduck.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3753,Sendoff Spring,Graveler,75,53,57,,,Common,Land,sprites/graveler.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3754,Sendoff Spring,Munchlax,446,53,57,Leftovers,Required,Rare,Land,sprites/munchlax.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3755,Sendoff Spring,Noctowl,164,53,57,,,Common,Land,sprites/noctowl.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,4
3756,Sendoff Spring,Staravia,397,53,57,,,Uncommon,Land,sprites/staravia.png,M/D/Ni,53-57,Sendoff Spring,Sendoff Spring,Sinnoh,53,True,10,False,,3
3757,Sendoff Spring,Togetic,176,40,45,,,Rare,Land,sprites/togetic.png,M/D/Ni,40-45,Sendoff Spring,Sendoff Spring,Sinnoh,53,False,1,False,,4
3758,Serenia Village Tunnel,Bronzor,436,25,30,Metal Coat,,Common,Land,sprites/bronzor.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3759,Serenia Village Tunnel,Chimchar,390,25,30,,,Rare,Land,sprites/chimchar.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3760,Serenia Village Tunnel,Chingling,433,25,30,Colbur Berry,,Uncommon,Land,sprites/chingling.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3761,Serenia Village Tunnel,Dedenne,702,25,30,,,Rare,Land,sprites/dedenne.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3762,Serenia Village Tunnel,Dugtrio,51,25,30,Soft Sand,,Common,Land,sprites/dugtrio.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3763,Serenia Village Tunnel,Kecleon,352,25,30,Persim Berry,,Uncommon,Land,sprites/kecleon.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3764,Serenia Village Tunnel,Nosepass,299,25,30,Magnet,,Uncommon,Land,sprites/nosepass.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3765,Serenia Village Tunnel,Swinub,220,25,27,Aspear Berry,,Common,Land,sprites/swinub.png,M/D/Ni,25-27,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3766,Serenia Village Tunnel,Trapinch,328,25,30,Soft Sand,,Rare,Land,sprites/trapinch.png,M/D/Ni,25-30,Serenia Village Tunnel,Serenia Village Tunnel,,25,True,9,False,,3
3767,Sevault Canyon,Cubone,104,12,49,Thick Club,,Uncommon,Land,sprites/cubone.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,3
3768,Sevault Canyon,Fearow,22,12,49,Sharp Beak,,Common,Land,sprites/fearow.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,2
3769,Sevault Canyon,Geodude,74,12,49,,,Common,Land,sprites/geodude.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,2
3770,Sevault Canyon,Larvitar,246,50,60,Smooth Rock,,Rare,Land,sprites/larvitar.png,M/D,50-60,Sevault Canyon,Sevault Canyon,Kanto,50,True,1,True,50-60,2
3771,Sevault Canyon,Marowak,105,12,49,Thick Club,,Rare,Land,sprites/marowak.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,2
3772,Sevault Canyon,Onix,95,12,49,Hard Stone,,Uncommon,Land,sprites/onix.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,3
3773,Sevault Canyon,Phanpy,231,12,49,,,Uncommon,Land,sprites/phanpy.png,M/D/Ni,12-49,Sevault Canyon,Sevault Canyon,Kanto,50,False,6,False,,3
3774,Shamouti Island,Krabby,98,15,19,,,Common,Land,sprites/krabby.png,M/D/Ni,15-19,Shamouti Island,Shamouti Island,,15,True,3,False,,3
3775,Shamouti Island,Poliwag,60,15,19,,,Common,Land,sprites/poliwag.png,M/D/Ni,15-19,Shamouti Island,Shamouti Island,,15,True,3,False,,3
3776,Shamouti Island,Wooper,194,15,19,,,Common,Land,sprites/wooper.png,M/D/Ni,15-19,Shamouti Island,Shamouti Island,,15,True,3,False,,3
3777,Shamouti Island Frozen,Krabby,98,15,19,,,Common,Land,sprites/krabby.png,M/D/Ni,15-19,Shamouti Island Frozen,Shamouti Island Frozen,,15,True,3,False,,3
3778,Shamouti Island Frozen,Poliwag,60,15,19,,,Common,Land,sprites/poliwag.png,M/D/Ni,15-19,Shamouti Island Frozen,Shamouti Island Frozen,,15,True,3,False,,3
3779,Shamouti Island Frozen,Wooper,194,15,19,,,Common,Land,sprites/wooper.png,M/D/Ni,15-19,Shamouti Island Frozen,Shamouti Island Frozen,,15,True,3,False,,3
3780,Shoal Cave,Golbat,42,32,32,,,Common,Land,sprites/golbat.png,M/D/Ni,32-32,Shoal Cave,Shoal Cave,Hoenn,32,True,2,False,,2
3781,Shoal Cave,Spheal,363,32,32,,,Uncommon,Land,sprites/spheal.png,M/D/Ni,32-32,Shoal Cave,Shoal Cave,Hoenn,32,True,2,False,,1
3782,Shoal Cave,Zubat,41,25,37,,,Common,Land,sprites/zubat.png,M/D/Ni,25-37,Shoal Cave,Shoal Cave,Hoenn,32,False,1,False,,2
3783,Sinnoh Safari Area Zone 1,Ariados,168,24,28,,,Common,Land,sprites/ariados.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,3
3784,Sinnoh Safari Area Zone 1,Phantump,708,23,27,Spell Tag,,Rare,Land,sprites/phantump.png,M/Ni,23-27,Sinnoh Safari Area Zone,,,24,False,2,False,,3
3785,Sinnoh Safari Area Zone 1,Roselia,315,24,28,Poison Barb,,Uncommon,Land,sprites/roselia.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,2
3786,Sinnoh Safari Area Zone 1,Seedot,273,24,28,Power Herb,,Common,Land,sprites/seedot.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,3
3787,Sinnoh Safari Area Zone 1,Surskit,283,24,28,Silver Powder,,Common,Land,sprites/surskit.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,3
3788,Sinnoh Safari Area Zone 1,Trubbish,568,20,24,Nugget,,Rare,Land,sprites/trubbish.png,D,20-24,Sinnoh Safari Area Zone,,,24,False,2,False,,3
3789,Sinnoh Safari Area Zone 1,Turtwig,387,24,28,,,Rare,Land,sprites/turtwig.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,3
3790,Sinnoh Safari Area Zone 1,Yanma,193,24,28,,,Uncommon,Land,sprites/yanma.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,24,True,6,False,,2
3791,Sinnoh Safari Area Zone 2,Burmy,412,24,28,,,Uncommon,Land,sprites/burmy.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,2
3792,Sinnoh Safari Area Zone 2,Ferroseed,597,29,33,Jaboca Berry,,Rare,Land,sprites/ferroseed.png,D,29-33,Sinnoh Safari Area Zone,,,29,True,1,True,29-33,3
3793,Sinnoh Safari Area Zone 2,Hippopotas,449,14,18,Smooth Rock,,Rare,Land,sprites/hippopotas.png,M/D,14-18,Sinnoh Safari Area Zone,,,29,False,7,False,,3
3794,Sinnoh Safari Area Zone 2,Kricketune,402,24,28,,,Uncommon,Land,sprites/kricketune.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,2
3795,Sinnoh Safari Area Zone 2,Palpitoad,536,24,28,Pecha Berry,Required,Rare,Land,sprites/palpitoad.png,M/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,3
3796,Sinnoh Safari Area Zone 2,Tangela,114,24,28,,,Common,Land,sprites/tangela.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,3
3797,Sinnoh Safari Area Zone 2,Weepinbell,70,24,28,,,Common,Land,sprites/weepinbell.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,3
3798,Sinnoh Safari Area Zone 2,Wooper,194,24,28,,,Common,Land,sprites/wooper.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,7,False,,3
3799,Sinnoh Safari Area Zone 3,Carnivine,455,24,28,,,Uncommon,Land,sprites/carnivine.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3800,Sinnoh Safari Area Zone 3,Croagunk,453,24,28,Black Sludge,,Rare,Land,sprites/croagunk.png,D,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3801,Sinnoh Safari Area Zone 3,Gastly,92,26,28,,,Common,Land,sprites/gastly.png,M/Ni,26-28,Sinnoh Safari Area Zone,,,26,True,1,False,,4
3802,Sinnoh Safari Area Zone 3,Grimer,88,24,28,Black Sludge,,Common,Land,sprites/grimer.png,D,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,4
3803,Sinnoh Safari Area Zone 3,Gulpin,316,24,28,Iapapa Berry,,Uncommon,Land,sprites/gulpin.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3804,Sinnoh Safari Area Zone 3,Muk,89,24,28,Black Sludge,,Common,Land,sprites/muk.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,4
3805,Sinnoh Safari Area Zone 3,Pumpkaboo,710,24,28,Miracle Seed,,Rare,Land,sprites/pumpkaboo-average.png,M/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3806,Sinnoh Safari Area Zone 3,Seviper,336,24,28,Shed Shell,,Uncommon,Land,sprites/seviper.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3807,Sinnoh Safari Area Zone 3,Skorupi,451,24,28,Lansat Berry,,Rare,Land,sprites/skorupi.png,M/D,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,3
3808,Sinnoh Safari Area Zone 3,Venonat,48,24,28,,,Common,Land,sprites/venonat.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,26,False,9,False,,4
3809,Sinnoh Safari Area Zone 4,Dustox,269,24,28,Silver Powder,,Common,Land,sprites/dustox.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,4
3810,Sinnoh Safari Area Zone 4,Foongus,590,24,28,Tiny Mushroom,,Rare,Land,sprites/foongus.png,M/D,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,3
3811,Sinnoh Safari Area Zone 4,Happiny,440,29,30,Oval Stone,Required,Rare,Land,sprites/happiny.png,M/Ni,29-30,Sinnoh Safari Area Zone,,,29,True,1,True,29-30,3
3812,Sinnoh Safari Area Zone 4,Kadabra,64,26,28,TwistedSpoon,,Uncommon,Land,sprites/kadabra.png,M/D/Ni,26-28,Sinnoh Safari Area Zone,,,29,False,8,False,,2
3813,Sinnoh Safari Area Zone 4,Kricketot,401,24,28,,,Uncommon,Land,sprites/kricketot.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,2
3814,Sinnoh Safari Area Zone 4,Nidoran F,29,24,28,,,Common,Land,sprites/nidoran-f.png,D,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,4
3815,Sinnoh Safari Area Zone 4,Nidoran M,32,24,28,,,Common,Land,sprites/nidoran-m.png,M/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,4
3816,Sinnoh Safari Area Zone 4,Psyduck,54,24,28,,,Common,Land,sprites/psyduck.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,4
3817,Sinnoh Safari Area Zone 4,Stunfisk,618,24,28,Soft Sand,,Rare,Land,sprites/stunfisk.png,D,24-28,Sinnoh Safari Area Zone,,,29,False,8,False,,3
3818,Sinnoh Safari Area Zone 5,Bibarel,400,24,28,,,Common,Land,sprites/bibarel.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,4
3819,Sinnoh Safari Area Zone 5,Bidoof,399,24,28,,,Common,Land,sprites/bidoof.png,M/D,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,4
3820,Sinnoh Safari Area Zone 5,Bonsly,438,24,28,,,Rare,Land,sprites/bonsly.png,D,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,3
3821,Sinnoh Safari Area Zone 5,Budew,406,24,28,Poison Barb,,Uncommon,Land,sprites/budew.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,3
3822,Sinnoh Safari Area Zone 5,Chimchar,390,24,28,,,Rare,Land,sprites/chimchar.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,3
3823,Sinnoh Safari Area Zone 5,Poliwag,60,24,28,,,Common,Land,sprites/poliwag.png,Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,4
3824,Sinnoh Safari Area Zone 5,Quagsire,195,24,28,,,Common,Land,sprites/quagsire.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,4
3825,Sinnoh Safari Area Zone 5,Spoink,325,24,28,Tanga Berry,,Uncommon,Land,sprites/spoink.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,3
3826,Sinnoh Safari Area Zone 5,Stunky,434,24,28,Smoke Ball,,Uncommon,Land,sprites/stunky.png,M/D/Ni,24-28,Sinnoh Safari Area Zone,,,29,False,9,False,,3
